source,target,stock,year
BM,PH,407,2017
BM,PL,32,2017
BM,PT,1607,2017
BM,RO,25,2017
BM,ZA,259,2017
BM,ES,128,2017
BM,CH,123,2017
BM,TT,67,2017
BM,TR,142,2017
BM,TC,82,2017
BM,GB,4024,2017
BM,US,3495,2017
BN,AU,544,2017
BN,BD,1304,2017
BN,CN,2172,2017
BN,HK,544,2017
BN,IN,3257,2017
BN,ID,6517,2017
BN,JP,215,2017
BN,MY,51048,2017
BN,NP,5649,2017
BN,NL,324,2017
BN,NZ,215,2017
BN,PK,867,2017
BN,PH,14227,2017
BN,KR,161,2017
BN,SG,1629,2017
BN,LK,1304,2017
BN,TH,15207,2017
BN,GB,2172,2017
BN,US,161,2017
BO,AF,1,2017
BO,AL,1,2017
BO,DZ,3,2017
BO,AO,6,2017
BO,AR,44436,2017
BO,AM,5,2017
BO,AW,2,2017
BO,AU,237,2017
BO,AT,165,2017
BO,AZ,1,2017
BO,BD,29,2017
BO,BY,5,2017
BO,BE,392,2017
BO,BZ,942,2017
BO,BJ,1,2017
BO,BA,10,2017
BO,BR,26738,2017
BO,BG,24,2017
BO,CV,133,2017
BO,CM,12,2017
BO,CA,1436,2017
BO,BQ,20,2017
BO,CF,67,2017
BO,CL,4923,2017
BO,CN,1173,2017
BO,HK,2,2017
BO,CO,3085,2017
BO,CG,7,2017
BO,CR,151,2017
BO,CI,3,2017
BO,HR,39,2017
BO,CU,1842,2017
BO,CW,173,2017
BO,CY,2,2017
BO,CZ,54,2017
BO,KP,10,2017
BO,CD,3,2017
BO,DK,111,2017
BO,DM,3,2017
BO,DO,120,2017
BO,EC,1042,2017
BO,EG,21,2017
BO,SV,132,2017
BO,EE,6,2017
BO,ET,2,2017
BO,FI,41,2017
BO,FR,1287,2017
BO,GF,1,2017
BO,GE,2,2017
BO,DE,2104,2017
BO,GH,14,2017
BO,GR,27,2017
BO,GT,147,2017
BO,GN,9,2017
BO,GY,5,2017
BO,HT,15,2017
BO,HN,240,2017
BO,HU,28,2017
BO,IS,2,2017
BO,IN,111,2017
BO,ID,10,2017
BO,IR,64,2017
BO,IQ,10,2017
BO,IE,80,2017
BO,IM,2,2017
BO,IL,189,2017
BO,IT,1485,2017
BO,JM,7,2017
BO,JP,1727,2017
BO,JO,16,2017
BO,KZ,23,2017
BO,KE,14,2017
BO,KW,5,2017
BO,KG,5,2017
BO,LB,38,2017
BO,LR,2,2017
BO,LY,3,2017
BO,LT,9,2017
BO,LU,6,2017
BO,MG,5,2017
BO,MW,7,2017
BO,MY,8,2017
BO,ML,1,2017
BO,MT,5,2017
BO,MR,1,2017
BO,MX,9911,2017
BO,MN,1,2017
BO,ME,2,2017
BO,MA,24,2017
BO,MZ,3,2017
BO,NP,6,2017
BO,NL,397,2017
BO,NZ,66,2017
BO,NI,115,2017
BO,NG,13,2017
BO,NU,1,2017
BO,NO,100,2017
BO,PK,23,2017
BO,PA,113,2017
BO,PG,1,2017
BO,PY,4460,2017
BO,PE,11743,2017
BO,PH,48,2017
BO,PL,226,2017
BO,PT,182,2017
BO,PR,39,2017
BO,QA,1,2017
BO,KR,525,2017
BO,MD,8,2017
BO,RO,74,2017
BO,RU,341,2017
BO,RW,1,2017
BO,SA,13,2017
BO,SN,8,2017
BO,RS,21,2017
BO,SL,2,2017
BO,SG,1,2017
BO,SX,49,2017
BO,SK,20,2017
BO,SI,9,2017
BO,SB,1,2017
BO,SO,3,2017
BO,ZA,17,2017
BO,ES,12679,2017
BO,LK,2,2017
BO,PS,13,2017
BO,SD,2,2017
BO,SE,304,2017
BO,CH,685,2017
BO,SY,2,2017
BO,TJ,1,2017
BO,MK,12,2017
BO,TH,9,2017
BO,TG,1,2017
BO,TT,5,2017
BO,TN,1,2017
BO,TR,38,2017
BO,UA,118,2017
BO,GB,939,2017
BO,TZ,5,2017
BO,US,5096,2017
BO,UY,529,2017
BO,UZ,5,2017
BO,VE,804,2017
BO,VN,12,2017
BO,ZM,2,2017
BO,ZW,3,2017
BQ,AI,29,2017
BQ,AG,25,2017
BQ,AR,3,2017
BQ,AW,784,2017
BQ,BS,21,2017
BQ,BB,66,2017
BQ,VG,65,2017
BQ,CA,90,2017
BQ,CN,17,2017
BQ,HK,17,2017
BQ,CO,610,2017
BQ,CU,46,2017
BQ,CW,4275,2017
BQ,DM,22,2017
BQ,DO,1415,2017
BQ,FR,32,2017
BQ,GP,28,2017
BQ,GY,170,2017
BQ,HT,103,2017
BQ,IN,9,2017
BQ,ID,45,2017
BQ,IT,17,2017
BQ,JM,409,2017
BQ,JP,30,2017
BQ,LB,66,2017
BQ,MQ,28,2017
BQ,NL,2196,2017
BQ,NZ,3,2017
BQ,NO,2,2017
BQ,PT,48,2017
BQ,PR,10,2017
BQ,KN,27,2017
BQ,VC,13,2017
BQ,SX,534,2017
BQ,ES,17,2017
BQ,SR,432,2017
BQ,TT,6,2017
BQ,GB,57,2017
BQ,US,610,2017
BQ,VE,498,2017
BR,AF,70,2017
BR,DZ,224,2017
BR,AD,12,2017
BR,AO,7897,2017
BR,AR,35618,2017
BR,AM,64,2017
BR,AU,721,2017
BR,AT,2864,2017
BR,BS,18,2017
BR,BH,31,2017
BR,BD,55,2017
BR,BB,33,2017
BR,BY,10,2017
BR,BE,2075,2017
BR,BZ,6,2017
BR,BJ,31,2017
BR,BO,47563,2017
BR,BA,84,2017
BR,BN,174,2017
BR,BG,291,2017
BR,BF,30,2017
BR,BI,25,2017
BR,CV,1463,2017
BR,KH,33,2017
BR,CM,170,2017
BR,CA,1944,2017
BR,CF,13,2017
BR,CL,18910,2017
BR,CN,23769,2017
BR,CO,8395,2017
BR,CG,97,2017
BR,CR,473,2017
BR,CI,406,2017
BR,HR,701,2017
BR,CU,2544,2017
BR,CZ,547,2017
BR,KP,176,2017
BR,CD,119,2017
BR,DK,604,2017
BR,DM,25,2017
BR,DO,381,2017
BR,EC,2119,2017
BR,EG,3818,2017
BR,SV,279,2017
BR,GQ,67,2017
BR,EE,222,2017
BR,ET,12,2017
BR,FI,633,2017
BR,FR,11713,2017
BR,GF,866,2017
BR,GA,36,2017
BR,GE,78,2017
BR,DE,19902,2017
BR,GH,74,2017
BR,GR,1887,2017
BR,GD,31,2017
BR,GT,357,2017
BR,GN,70,2017
BR,GW,1157,2017
BR,GY,2323,2017
BR,HT,66,2017
BR,HN,155,2017
BR,HU,1869,2017
BR,IS,591,2017
BR,IN,1079,2017
BR,ID,892,2017
BR,IR,654,2017
BR,IQ,625,2017
BR,IE,210,2017
BR,IL,2464,2017
BR,IT,45541,2017
BR,JM,169,2017
BR,JP,60115,2017
BR,JO,1291,2017
BR,KZ,29,2017
BR,KE,55,2017
BR,KI,104,2017
BR,KW,24,2017
BR,LA,6,2017
BR,LV,173,2017
BR,LB,15116,2017
BR,LR,42,2017
BR,LY,117,2017
BR,LI,19,2017
BR,LT,773,2017
BR,LU,65,2017
BR,MG,43,2017
BR,MW,11,2017
BR,MY,148,2017
BR,MV,11,2017
BR,ML,7,2017
BR,MT,33,2017
BR,MX,3282,2017
BR,MC,155,2017
BR,ME,26,2017
BR,MA,622,2017
BR,MZ,1747,2017
BR,MM,14,2017
BR,NA,59,2017
BR,NP,61,2017
BR,NL,4073,2017
BR,NZ,334,2017
BR,NI,449,2017
BR,NE,16,2017
BR,NG,1370,2017
BR,NO,703,2017
BR,OM,23,2017
BR,PK,315,2017
BR,PW,24,2017
BR,PA,637,2017
BR,PY,48098,2017
BR,PE,18406,2017
BR,PH,437,2017
BR,PL,4267,2017
BR,PT,169069,2017
BR,KR,10510,2017
BR,RO,2089,2017
BR,RU,1699,2017
BR,RW,16,2017
BR,KN,36,2017
BR,LC,177,2017
BR,VC,35,2017
BR,SM,42,2017
BR,ST,71,2017
BR,SA,401,2017
BR,SN,227,2017
BR,RS,530,2017
BR,SC,35,2017
BR,SL,7,2017
BR,SG,140,2017
BR,SK,259,2017
BR,SI,216,2017
BR,ZA,1944,2017
BR,ES,37663,2017
BR,LK,49,2017
BR,SD,46,2017
BR,SR,333,2017
BR,SE,777,2017
BR,CH,3657,2017
BR,SY,2526,2017
BR,TJ,8,2017
BR,MK,47,2017
BR,TH,563,2017
BR,TL,60,2017
BR,TG,11,2017
BR,TT,229,2017
BR,TN,97,2017
BR,TR,443,2017
BR,TM,25,2017
BR,UG,79,2017
BR,UA,898,2017
BR,AE,40,2017
BR,GB,6061,2017
BR,TZ,107,2017
BR,US,21626,2017
BR,UY,29468,2017
BR,UZ,31,2017
BR,VE,3515,2017
BR,VN,156,2017
BR,ZW,125,2017
BS,AG,14,2017
BS,AR,115,2017
BS,AU,86,2017
BS,AT,41,2017
BS,BB,248,2017
BS,BE,31,2017
BS,BZ,45,2017
BS,BM,40,2017
BS,BW,14,2017
BS,BR,126,2017
BS,VG,3,2017
BS,BG,21,2017
BS,CA,1633,2017
BS,KY,23,2017
BS,CL,36,2017
BS,CN,179,2017
BS,HK,27,2017
BS,CO,201,2017
BS,CR,56,2017
BS,CU,417,2017
BS,DK,16,2017
BS,DM,78,2017
BS,DO,303,2017
BS,EC,44,2017
BS,EG,32,2017
BS,SV,76,2017
BS,EE,16,2017
BS,FR,149,2017
BS,DE,301,2017
BS,GH,50,2017
BS,GR,94,2017
BS,GD,34,2017
BS,GT,36,2017
BS,GY,1391,2017
BS,HT,28754,2017
BS,HN,44,2017
BS,IN,623,2017
BS,ID,34,2017
BS,IE,61,2017
BS,IT,164,2017
BS,JM,7819,2017
BS,JP,36,2017
BS,KE,21,2017
BS,MX,139,2017
BS,NL,56,2017
BS,NZ,25,2017
BS,NI,10,2017
BS,NG,166,2017
BS,NO,12,2017
BS,PA,54,2017
BS,PE,327,2017
BS,PH,1164,2017
BS,PL,20,2017
BS,PT,16,2017
BS,RO,106,2017
BS,RU,58,2017
BS,KN,35,2017
BS,LC,81,2017
BS,VC,41,2017
BS,ZA,108,2017
BS,ES,115,2017
BS,LK,40,2017
BS,SZ,12,2017
BS,SE,30,2017
BS,CH,319,2017
BS,TT,406,2017
BS,TC,1610,2017
BS,UG,12,2017
BS,UA,18,2017
BS,GB,2077,2017
BS,US,10071,2017
BS,UY,17,2017
BS,VE,31,2017
BS,ZW,15,2017
BT,AU,27,2017
BT,BD,53,2017
BT,CA,37,2017
BT,CN,927,2017
BT,DK,38,2017
BT,FR,30,2017
BT,DE,27,2017
BT,IN,45788,2017
BT,IT,13,2017
BT,JP,129,2017
BT,MM,34,2017
BT,NP,733,2017
BT,NL,20,2017
BT,NZ,24,2017
BT,PK,22,2017
BT,PH,19,2017
BT,KR,33,2017
BT,SG,18,2017
BT,LK,33,2017
BT,SE,23,2017
BT,CH,24,2017
BT,TH,62,2017
BT,GB,36,2017
BT,US,139,2017
BW,AO,3677,2017
BW,AU,464,2017
BW,CA,432,2017
BW,CN,4382,2017
BW,CD,3513,2017
BW,DK,409,2017
BW,DE,1332,2017
BW,IN,9861,2017
BW,IE,741,2017
BW,IT,646,2017
BW,KE,740,2017
BW,LS,3375,2017
BW,MG,663,2017
BW,MW,4761,2017
BW,MU,1948,2017
BW,MZ,1227,2017
BW,NA,1911,2017
BW,NL,754,2017
BW,NG,770,2017
BW,NO,464,2017
BW,PK,725,2017
BW,PT,550,2017
BW,SC,275,2017
BW,ZA,38607,2017
BW,LK,1994,2017
BW,SZ,721,2017
BW,SE,518,2017
BW,UG,1704,2017
BW,GB,8561,2017
BW,TZ,3073,2017
BW,US,1322,2017
BW,ZM,13295,2017
BW,ZW,32764,2017
BY,AF,280,2017
BY,DZ,52,2017
BY,AR,101,2017
BY,AM,5705,2017
BY,AU,27,2017
BY,AT,58,2017
BY,AZ,13440,2017
BY,BE,35,2017
BY,BR,93,2017
BY,BG,60,2017
BY,CA,154,2017
BY,CU,43,2017
BY,CZ,95,2017
BY,KP,59,2017
BY,DK,198,2017
BY,EE,3230,2017
BY,ET,24,2017
BY,FI,2102,2017
BY,GE,8473,2017
BY,DE,65,2017
BY,GR,107,2017
BY,HU,340,2017
BY,IN,47,2017
BY,IR,48,2017
BY,IE,23,2017
BY,IL,385,2017
BY,IT,23,2017
BY,JO,29,2017
BY,KZ,69682,2017
BY,KG,5213,2017
BY,LV,10444,2017
BY,LB,64,2017
BY,LT,17316,2017
BY,MN,167,2017
BY,NO,60,2017
BY,PK,46,2017
BY,PL,476,2017
BY,KR,28,2017
BY,MD,7578,2017
BY,RO,22,2017
BY,RU,679682,2017
BY,RS,34,2017
BY,SK,26,2017
BY,ES,34,2017
BY,SE,338,2017
BY,CH,28,2017
BY,SY,82,2017
BY,TJ,5656,2017
BY,TR,24,2017
BY,TM,5442,2017
BY,UA,224847,2017
BY,AE,22,2017
BY,GB,459,2017
BY,US,86,2017
BY,UY,27,2017
BY,UZ,14729,2017
BY,VN,364,2017
BY,YE,32,2017
BZ,CA,897,2017
BZ,CN,2117,2017
BZ,HK,77,2017
BZ,SV,9982,2017
BZ,DE,73,2017
BZ,GT,25493,2017
BZ,HT,58,2017
BZ,HN,9762,2017
BZ,IN,404,2017
BZ,JM,536,2017
BZ,LB,58,2017
BZ,MX,3810,2017
BZ,NG,48,2017
BZ,GB,442,2017
BZ,US,4429,2017
CA,AF,47605,2017
CA,AL,15823,2017
CA,DZ,59389,2017
CA,AO,2981,2017
CA,AI,86,2017
CA,AG,2789,2017
CA,AR,21939,2017
CA,AM,4063,2017
CA,AW,621,2017
CA,AU,22055,2017
CA,AT,19875,2017
CA,AZ,3405,2017
CA,BS,1772,2017
CA,BH,2319,2017
CA,BD,52698,2017
CA,BB,17974,2017
CA,BY,12131,2017
CA,BE,22927,2017
CA,BZ,1981,2017
CA,BJ,3730,2017
CA,BM,2650,2017
CA,BT,2569,2017
CA,BO,5353,2017
CA,BA,41722,2017
CA,BW,412,2017
CA,BR,26647,2017
CA,VG,110,2017
CA,BN,4586,2017
CA,BG,20410,2017
CA,BF,1173,2017
CA,BI,7237,2017
CA,CV,202,2017
CA,KH,27618,2017
CA,CM,9422,2017
CA,KY,278,2017
CA,CF,272,2017
CA,TD,871,2017
CA,CL,29293,2017
CA,CN,711555,2017
CA,HK,238845,2017
CA,MO,6469,2017
CA,CO,70405,2017
CA,KM,202,2017
CA,CG,1923,2017
CA,CR,9520,2017
CA,CI,6476,2017
CA,HR,93048,2017
CA,CU,15509,2017
CA,CY,4394,2017
CA,CZ,23706,2017
CA,KP,395,2017
CA,CD,21445,2017
CA,DK,17114,2017
CA,DJ,1545,2017
CA,DM,3540,2017
CA,DO,9823,2017
CA,EC,15852,2017
CA,EG,58058,2017
CA,SV,50756,2017
CA,GQ,63,2017
CA,ER,9009,2017
CA,EE,4754,2017
CA,ET,28526,2017
CA,FJ,28241,2017
CA,FI,11272,2017
CA,FR,105159,2017
CA,GF,81,2017
CA,PF,133,2017
CA,GA,964,2017
CA,GM,568,2017
CA,GE,1923,2017
CA,DE,177129,2017
CA,GH,24718,2017
CA,GI,330,2017
CA,GR,77289,2017
CA,GD,12004,2017
CA,GP,499,2017
CA,GT,17771,2017
CA,GN,4412,2017
CA,GW,98,2017
CA,GY,102252,2017
CA,HT,93131,2017
CA,HN,6748,2017
CA,HU,45326,2017
CA,IS,731,2017
CA,IN,602146,2017
CA,ID,15718,2017
CA,IR,140318,2017
CA,IQ,57576,2017
CA,IE,32595,2017
CA,IL,26561,2017
CA,IT,280004,2017
CA,JM,146539,2017
CA,JP,30002,2017
CA,JO,10929,2017
CA,KZ,10882,2017
CA,KE,28502,2017
CA,KW,14951,2017
CA,KG,2022,2017
CA,LA,16631,2017
CA,LV,7120,2017
CA,LB,94299,2017
CA,LS,103,2017
CA,LR,2470,2017
CA,LY,5469,2017
CA,LT,6202,2017
CA,LU,487,2017
CA,MG,3876,2017
CA,MW,709,2017
CA,MY,26003,2017
CA,ML,1667,2017
CA,MT,8643,2017
CA,MQ,568,2017
CA,MR,563,2017
CA,MU,15300,2017
CA,MX,81033,2017
CA,MC,173,2017
CA,MN,1202,2017
CA,ME,1772,2017
CA,MS,685,2017
CA,MA,65436,2017
CA,MZ,1307,2017
CA,MM,9394,2017
CA,NA,790,2017
CA,NP,9702,2017
CA,NL,114535,2017
CA,NC,98,2017
CA,NZ,11701,2017
CA,NI,10399,2017
CA,NE,725,2017
CA,NG,32118,2017
CA,NO,5103,2017
CA,OM,1609,2017
CA,PK,159131,2017
CA,PA,2842,2017
CA,PG,476,2017
CA,PY,8266,2017
CA,PE,31060,2017
CA,PH,528257,2017
CA,PL,177059,2017
CA,PT,161055,2017
CA,PR,440,2017
CA,QA,1918,2017
CA,KR,130686,2017
CA,MD,14178,2017
CA,RE,307,2017
CA,RO,96031,2017
CA,RU,84905,2017
CA,RW,5720,2017
CA,KN,2423,2017
CA,LC,4987,2017
CA,PM,330,2017
CA,VC,13365,2017
CA,WS,127,2017
CA,SA,15713,2017
CA,SN,5795,2017
CA,RS,45379,2017
CA,SC,1052,2017
CA,SL,2784,2017
CA,SG,12789,2017
CA,SK,15283,2017
CA,SI,9655,2017
CA,SO,25875,2017
CA,ZA,47152,2017
CA,ES,10532,2017
CA,LK,153625,2017
CA,PS,8597,2017
CA,SD,15992,2017
CA,SR,1005,2017
CA,SZ,325,2017
CA,SE,7905,2017
CA,CH,21799,2017
CA,SY,25677,2017
CA,TJ,1232,2017
CA,MK,11173,2017
CA,TH,15532,2017
CA,TG,2778,2017
CA,TO,103,2017
CA,TT,78137,2017
CA,TN,12771,2017
CA,TR,29386,2017
CA,TM,493,2017
CA,TC,74,2017
CA,UG,13661,2017
CA,UA,76098,2017
CA,AE,16689,2017
CA,GB,624411,2017
CA,TZ,22631,2017
CA,US,306334,2017
CA,VI,51,2017
CA,UY,7672,2017
CA,UZ,5574,2017
CA,VE,18608,2017
CA,VN,191988,2017
CA,YE,1976,2017
CA,ZM,3742,2017
CA,ZW,10532,2017
CD,AO,197499,2017
CD,BI,41654,2017
CD,CF,275050,2017
CD,CG,6979,2017
CD,RW,298642,2017
CD,SS,9329,2017
CD,SD,5994,2017
CD,UG,6637,2017
CF,AU,10,2017
CF,AT,22,2017
CF,CA,202,2017
CF,TD,10910,2017
CF,CY,7,2017
CF,CD,18733,2017
CF,DK,2,2017
CF,EG,41,2017
CF,FR,10425,2017
CF,IE,10,2017
CF,IT,71,2017
CF,ML,327,2017
CF,NL,35,2017
CF,RU,147,2017
CF,ST,79,2017
CF,SI,46,2017
CF,ZA,56,2017
CF,SD,21264,2017
CF,SE,13,2017
CF,CH,157,2017
CF,TG,9,2017
CF,TR,7,2017
CF,US,596,2017
CG,AO,41856,2017
CG,BJ,15421,2017
CG,CM,11469,2017
CG,CF,33186,2017
CG,TD,10723,2017
CG,CN,937,2017
CG,CU,544,2017
CG,CD,172923,2017
CG,GQ,1605,2017
CG,FR,10474,2017
CG,GA,3210,2017
CG,DE,587,2017
CG,LB,1184,2017
CG,ML,34426,2017
CG,MR,3196,2017
CG,PT,1462,2017
CG,RU,2614,2017
CG,RW,25495,2017
CG,SN,13463,2017
CG,TG,2473,2017
CG,US,168,2017
CH,AF,4784,2017
CH,AL,2082,2017
CH,DZ,9957,2017
CH,AD,56,2017
CH,AO,6966,2017
CH,AG,117,2017
CH,AR,9193,2017
CH,AM,768,2017
CH,AU,8165,2017
CH,AT,67514,2017
CH,AZ,599,2017
CH,BS,134,2017
CH,BH,318,2017
CH,BD,2192,2017
CH,BB,88,2017
CH,BY,1239,2017
CH,BE,16847,2017
CH,BZ,65,2017
CH,BJ,587,2017
CH,BT,74,2017
CH,BO,3544,2017
CH,BA,59685,2017
CH,BW,76,2017
CH,BR,49250,2017
CH,BN,58,2017
CH,BG,6176,2017
CH,BF,669,2017
CH,BI,603,2017
CH,CV,2208,2017
CH,KH,2695,2017
CH,CM,7526,2017
CH,CA,12829,2017
CH,CF,211,2017
CH,TD,316,2017
CH,CL,8039,2017
CH,CN,19090,2017
CH,CO,12394,2017
CH,KM,31,2017
CH,CG,1276,2017
CH,CR,969,2017
CH,CI,3131,2017
CH,HR,22576,2017
CH,CU,3379,2017
CH,CY,392,2017
CH,CZ,14763,2017
CH,KP,518,2017
CH,CD,7125,2017
CH,DK,6229,2017
CH,DJ,104,2017
CH,DM,378,2017
CH,DO,11154,2017
CH,EC,5241,2017
CH,EG,6676,2017
CH,SV,769,2017
CH,GQ,44,2017
CH,ER,9224,2017
CH,EE,610,2017
CH,ET,5405,2017
CH,FJ,72,2017
CH,FI,5774,2017
CH,FR,157721,2017
CH,GA,289,2017
CH,GM,749,2017
CH,GE,716,2017
CH,DE,376007,2017
CH,GH,2877,2017
CH,GR,9596,2017
CH,GD,48,2017
CH,GT,1057,2017
CH,GN,1276,2017
CH,GW,355,2017
CH,GY,141,2017
CH,HT,1916,2017
CH,HN,580,2017
CH,HU,18173,2017
CH,IS,428,2017
CH,IN,19791,2017
CH,ID,3790,2017
CH,IR,9708,2017
CH,IQ,7819,2017
CH,IE,3783,2017
CH,IL,3976,2017
CH,IT,274648,2017
CH,JM,830,2017
CH,JP,7878,2017
CH,JO,712,2017
CH,KZ,2491,2017
CH,KE,3539,2017
CH,KW,487,2017
CH,KG,518,2017
CH,LA,1081,2017
CH,LV,1738,2017
CH,LB,6411,2017
CH,LS,88,2017
CH,LR,457,2017
CH,LY,1139,2017
CH,LI,2583,2017
CH,LT,1309,2017
CH,LU,2503,2017
CH,MG,1835,2017
CH,MW,113,2017
CH,MY,2473,2017
CH,MV,67,2017
CH,ML,464,2017
CH,MT,308,2017
CH,MR,134,2017
CH,MU,3024,2017
CH,MX,6851,2017
CH,MC,275,2017
CH,MN,718,2017
CH,ME,2900,2017
CH,MA,18145,2017
CH,MZ,1313,2017
CH,MM,262,2017
CH,NA,343,2017
CH,NP,988,2017
CH,NL,32535,2017
CH,NZ,1958,2017
CH,NI,631,2017
CH,NE,206,2017
CH,NG,3633,2017
CH,NO,2536,2017
CH,OM,91,2017
CH,PK,4616,2017
CH,PA,471,2017
CH,PG,269,2017
CH,PY,1057,2017
CH,PE,10103,2017
CH,PH,13915,2017
CH,PL,27384,2017
CH,PT,213555,2017
CH,QA,72,2017
CH,KR,3758,2017
CH,MD,1239,2017
CH,RO,15402,2017
CH,RU,19950,2017
CH,RW,1128,2017
CH,LC,61,2017
CH,ST,59,2017
CH,SA,1031,2017
CH,SN,2430,2017
CH,RS,174909,2017
CH,SC,244,2017
CH,SL,352,2017
CH,SG,1935,2017
CH,SK,12934,2017
CH,SI,4061,2017
CH,SO,5119,2017
CH,ZA,7920,2017
CH,ES,65211,2017
CH,LK,43708,2017
CH,PS,190,2017
CH,SD,1162,2017
CH,SR,112,2017
CH,SZ,108,2017
CH,SE,10580,2017
CH,SY,3831,2017
CH,TJ,170,2017
CH,MK,60994,2017
CH,TH,20734,2017
CH,TG,1935,2017
CH,TT,352,2017
CH,TN,11568,2017
CH,TR,87634,2017
CH,TM,99,2017
CH,UG,823,2017
CH,UA,7641,2017
CH,AE,451,2017
CH,GB,49847,2017
CH,TZ,921,2017
CH,US,39775,2017
CH,UY,1769,2017
CH,UZ,768,2017
CH,VE,4137,2017
CH,VN,12499,2017
CH,YE,480,2017
CH,ZM,379,2017
CH,ZW,1114,2017
CI,BJ,54608,2017
CI,BF,1307265,2017
CI,CV,294,2017
CI,GM,44,2017
CI,GH,43176,2017
CI,GN,95929,2017
CI,GW,332,2017
CI,LR,83252,2017
CI,LY,3701,2017
CI,ML,359579,2017
CI,MR,8076,2017
CI,NE,50280,2017
CI,NG,39306,2017
CI,SN,19183,2017
CI,SL,665,2017
CI,TG,50831,2017
CK,AU,375,2017
CK,FJ,154,2017
CK,PF,124,2017
CK,NL,19,2017
CK,NZ,2611,2017
CK,NU,18,2017
CK,PG,19,2017
CK,WS,10,2017
CK,GB,96,2017
CK,US,32,2017
CL,AF,15,2017
CL,AL,26,2017
CL,DZ,45,2017
CL,AD,8,2017
CL,AO,58,2017
CL,AI,15,2017
CL,AG,13,2017
CL,AR,73285,2017
CL,AM,12,2017
CL,AW,5,2017
CL,AU,1038,2017
CL,AT,557,2017
CL,AZ,5,2017
CL,BS,2,2017
CL,BH,5,2017
CL,BD,5,2017
CL,BB,5,2017
CL,BY,5,2017
CL,BE,877,2017
CL,BZ,2,2017
CL,BJ,2,2017
CL,BM,5,2017
CL,BT,5,2017
CL,BO,39084,2017
CL,BA,12,2017
CL,BW,5,2017
CL,BR,18986,2017
CL,BG,97,2017
CL,BF,2,2017
CL,BI,2,2017
CL,CV,2,2017
CL,KH,5,2017
CL,CM,5,2017
CL,CA,1922,2017
CL,KY,2,2017
CL,CF,5,2017
CL,TD,18,2017
CL,CN,9823,2017
CL,HK,55,2017
CL,MO,8,2017
CL,CO,24427,2017
CL,KM,2,2017
CL,CG,13,2017
CL,CK,2,2017
CL,CR,486,2017
CL,CI,8,2017
CL,HR,396,2017
CL,CU,3173,2017
CL,CY,13,2017
CL,CZ,151,2017
CL,KP,5,2017
CL,CD,13,2017
CL,DK,242,2017
CL,DM,31,2017
CL,DO,289,2017
CL,EC,24427,2017
CL,EG,85,2017
CL,SV,242,2017
CL,GQ,2,2017
CL,ER,2,2017
CL,EE,45,2017
CL,ET,5,2017
CL,FO,2,2017
CL,FK,5,2017
CL,FJ,8,2017
CL,FI,138,2017
CL,FR,3298,2017
CL,GF,2,2017
CL,PF,5,2017
CL,GA,5,2017
CL,GM,2,2017
CL,GE,2,2017
CL,DE,12665,2017
CL,GH,7,2017
CL,GI,5,2017
CL,GR,203,2017
CL,GL,5,2017
CL,GD,5,2017
CL,GP,7,2017
CL,GU,5,2017
CL,GT,236,2017
CL,GN,5,2017
CL,GW,5,2017
CL,GY,15,2017
CL,HT,45,2017
CL,VA,2,2017
CL,HN,249,2017
CL,HU,343,2017
CL,IS,12,2017
CL,IN,574,2017
CL,ID,90,2017
CL,IR,85,2017
CL,IQ,26,2017
CL,IE,133,2017
CL,IL,560,2017
CL,IT,3934,2017
CL,JM,23,2017
CL,JP,848,2017
CL,JO,87,2017
CL,KZ,7,2017
CL,KE,20,2017
CL,KW,8,2017
CL,KG,5,2017
CL,LA,2,2017
CL,LV,37,2017
CL,LB,212,2017
CL,LS,12,2017
CL,LR,5,2017
CL,LY,23,2017
CL,LI,5,2017
CL,LT,18,2017
CL,LU,15,2017
CL,MG,8,2017
CL,MW,2,2017
CL,MY,26,2017
CL,MV,2,2017
CL,ML,93,2017
CL,MT,15,2017
CL,MQ,5,2017
CL,MR,2,2017
CL,MU,5,2017
CL,YT,2,2017
CL,MX,1809,2017
CL,FM,2,2017
CL,MC,8,2017
CL,MN,2,2017
CL,MS,2,2017
CL,MA,90,2017
CL,MZ,47,2017
CL,MM,2,2017
CL,NA,5,2017
CL,NR,7,2017
CL,NP,8,2017
CL,NL,682,2017
CL,NC,5,2017
CL,NZ,146,2017
CL,NI,249,2017
CL,NE,12,2017
CL,NG,20,2017
CL,NU,5,2017
CL,MP,7,2017
CL,NO,355,2017
CL,OM,5,2017
CL,PK,169,2017
CL,PW,5,2017
CL,PA,537,2017
CL,PG,5,2017
CL,PY,1275,2017
CL,PE,185731,2017
CL,PH,210,2017
CL,PL,462,2017
CL,PT,261,2017
CL,PR,191,2017
CL,QA,27,2017
CL,KR,1113,2017
CL,MD,8,2017
CL,RE,5,2017
CL,RO,374,2017
CL,RU,614,2017
CL,RW,5,2017
CL,SH,348,2017
CL,KN,13,2017
CL,LC,64,2017
CL,PM,2,2017
CL,VC,5,2017
CL,SM,2,2017
CL,ST,12,2017
CL,SA,18,2017
CL,SN,5,2017
CL,SL,2,2017
CL,SG,61,2017
CL,SK,55,2017
CL,SI,40,2017
CL,SO,12,2017
CL,ZA,21290,2017
CL,ES,9194,2017
CL,LK,7,2017
CL,PS,731,2017
CL,SD,5,2017
CL,SR,5,2017
CL,SZ,5,2017
CL,SE,1308,2017
