source,target,stock,year
CL,CH,1077,2017
CL,SY,318,2017
CL,TJ,2,2017
CL,MK,422,2017
CL,TH,37,2017
CL,TG,20,2017
CL,TO,287,2017
CL,TT,12,2017
CL,TN,15,2017
CL,TR,268,2017
CL,TM,5,2017
CL,TC,5,2017
CL,UG,5,2017
CL,UA,169,2017
CL,AE,5,2017
CL,GB,18901,2017
CL,TZ,8,2017
CL,US,8386,2017
CL,VI,2,2017
CL,UY,2381,2017
CL,UZ,5,2017
CL,VU,2,2017
CL,VE,4302,2017
CL,VN,12,2017
CL,WF,2,2017
CL,EH,5,2017
CL,ZM,5,2017
CL,ZW,12,2017
CM,AO,2777,2017
CM,BJ,2608,2017
CM,CA,193,2017
CM,CF,285641,2017
CM,TD,76601,2017
CM,CG,3209,2017
CM,CD,4431,2017
CM,GQ,3648,2017
CM,FR,5016,2017
CM,GA,1146,2017
CM,DE,318,2017
CM,GR,207,2017
CM,GN,4974,2017
CM,IT,551,2017
CM,LR,4624,2017
CM,ML,8914,2017
CM,NL,172,2017
CM,NE,11415,2017
CM,NG,115519,2017
CM,SN,3426,2017
CM,GB,276,2017
CM,US,889,2017
CN,AU,5341,2017
CN,BD,4106,2017
CN,BR,75920,2017
CN,CA,8818,2017
CN,HK,276187,2017
CN,MO,24934,2017
CN,IN,9164,2017
CN,ID,40608,2017
CN,JP,6975,2017
CN,MY,6264,2017
CN,PK,4500,2017
CN,PE,13779,2017
CN,PH,74674,2017
CN,KR,190888,2017
CN,RU,3028,2017
CN,LK,5554,2017
CN,TH,15525,2017
CN,GB,9308,2017
CN,US,27365,2017
CN,VN,28712,2017
CO,AF,122,2017
CO,AL,52,2017
CO,DZ,26,2017
CO,AD,49,2017
CO,AO,56,2017
CO,AI,43,2017
CO,AG,41,2017
CO,AR,3419,2017
CO,AW,328,2017
CO,AU,234,2017
CO,AT,222,2017
CO,BE,464,2017
CO,BO,874,2017
CO,BR,2496,2017
CO,BG,90,2017
CO,CA,1051,2017
CO,CL,2162,2017
CO,CN,2176,2017
CO,HK,36,2017
CO,CR,1128,2017
CO,HR,60,2017
CO,CU,1945,2017
CO,CW,97,2017
CO,CZ,41,2017
CO,KP,213,2017
CO,DK,97,2017
CO,DM,52,2017
CO,DO,410,2017
CO,EC,15212,2017
CO,EG,149,2017
CO,SV,409,2017
CO,EE,22,2017
CO,FI,50,2017
CO,FR,2203,2017
CO,DE,2523,2017
CO,GR,124,2017
CO,GT,490,2017
CO,GY,20,2017
CO,HT,122,2017
CO,HN,376,2017
CO,HU,149,2017
CO,IN,153,2017
CO,ID,88,2017
CO,IR,125,2017
CO,IQ,23,2017
CO,IE,139,2017
CO,IL,500,2017
CO,IT,3001,2017
CO,JM,63,2017
CO,JP,771,2017
CO,JO,190,2017
CO,KW,26,2017
CO,LV,20,2017
CO,LB,1253,2017
CO,LT,48,2017
CO,LU,23,2017
CO,MX,3050,2017
CO,MA,74,2017
CO,NL,376,2017
CO,NZ,54,2017
CO,NI,611,2017
CO,NG,49,2017
CO,NO,87,2017
CO,PK,43,2017
CO,PA,2208,2017
CO,PY,231,2017
CO,PE,5391,2017
CO,PH,102,2017
CO,PL,272,2017
CO,PT,121,2017
CO,PR,590,2017
CO,KR,292,2017
CO,RO,236,2017
CO,RU,719,2017
CO,SA,74,2017
CO,SX,23,2017
CO,SI,30,2017
CO,ZA,56,2017
CO,ES,7086,2017
CO,SE,194,2017
CO,CH,725,2017
CO,SY,145,2017
CO,TT,39,2017
CO,TR,50,2017
CO,UA,241,2017
CO,AE,42,2017
CO,GB,1322,2017
CO,US,20140,2017
CO,UY,464,2017
CO,VU,221,2017
CO,VE,49829,2017
CR,AF,4,2017
CR,AL,4,2017
CR,DZ,12,2017
CR,AO,3,2017
CR,AR,1476,2017
CR,AM,7,2017
CR,AW,32,2017
CR,AU,67,2017
CR,AT,128,2017
CR,AZ,3,2017
CR,BS,12,2017
CR,BH,1,2017
CR,BD,3,2017
CR,BB,11,2017
CR,BY,5,2017
CR,BE,293,2017
CR,BZ,139,2017
CR,BJ,1,2017
CR,BM,11,2017
CR,BT,4,2017
CR,BO,371,2017
CR,BR,547,2017
CR,BG,71,2017
CR,KH,3,2017
CR,CM,9,2017
CR,CA,1416,2017
CR,KY,8,2017
CR,CF,5,2017
CR,JE,111,2017
CR,CL,1749,2017
CR,CN,292,2017
CR,HK,3305,2017
CR,MO,1,2017
CR,CO,21400,2017
CR,CG,8,2017
CR,CI,3,2017
CR,HR,24,2017
CR,CU,5791,2017
CR,CY,3,2017
CR,KP,36,2017
CR,CD,3,2017
CR,DK,63,2017
CR,DM,5,2017
CR,DO,1104,2017
CR,EC,1279,2017
CR,EG,11,2017
CR,SV,13984,2017
CR,EE,3,2017
CR,ET,1,2017
CR,FJ,1,2017
CR,FI,22,2017
CR,FR,878,2017
CR,GF,12,2017
CR,GA,1,2017
CR,GE,12,2017
CR,DE,1877,2017
CR,GH,1,2017
CR,GI,4,2017
CR,GR,33,2017
CR,GL,8,2017
CR,GD,8,2017
CR,GU,5,2017
CR,GT,2676,2017
CR,GY,28,2017
CR,HT,71,2017
CR,HN,3947,2017
CR,HU,74,2017
CR,IS,1,2017
CR,IN,54,2017
CR,ID,17,2017
CR,IR,100,2017
CR,IQ,15,2017
CR,IE,29,2017
CR,IL,171,2017
CR,IT,2145,2017
CR,JM,218,2017
CR,JP,284,2017
CR,JO,11,2017
CR,KZ,5,2017
CR,KE,8,2017
CR,LA,4,2017
CR,LV,1,2017
CR,LB,88,2017
CR,LY,11,2017
CR,LI,4,2017
CR,LT,9,2017
CR,LU,15,2017
CR,MG,3,2017
CR,MY,4,2017
CR,MV,1,2017
CR,MQ,4,2017
CR,MX,3118,2017
CR,MC,1,2017
CR,MN,15,2017
CR,MS,4,2017
CR,MA,4,2017
CR,MZ,4,2017
CR,MM,12,2017
CR,NP,8,2017
CR,NL,589,2017
CR,NZ,17,2017
CR,NI,294018,2017
CR,NG,3,2017
CR,NO,76,2017
CR,OM,3,2017
CR,PK,9,2017
CR,PA,11493,2017
CR,PY,83,2017
CR,PE,3806,2017
CR,PH,139,2017
CR,PL,303,2017
CR,PT,78,2017
CR,PR,358,2017
CR,QA,3,2017
CR,KR,254,2017
CR,MD,4,2017
CR,RO,99,2017
CR,RU,602,2017
CR,RW,1,2017
CR,KN,1,2017
CR,LC,1,2017
CR,PM,1,2017
CR,VC,1,2017
CR,SA,13,2017
CR,SN,1,2017
CR,SG,8,2017
CR,SK,22,2017
CR,SO,1,2017
CR,ZA,57,2017
CR,ES,2176,2017
CR,LK,1,2017
CR,SD,1,2017
CR,SR,20,2017
CR,SZ,1,2017
CR,SE,137,2017
CR,CH,676,2017
CR,SY,11,2017
CR,MK,26,2017
CR,TH,7,2017
CR,TT,34,2017
CR,TN,4,2017
CR,TR,8,2017
CR,UG,9,2017
CR,UA,155,2017
CR,GB,522,2017
CR,TZ,4,2017
CR,US,12750,2017
CR,VI,7,2017
CR,UY,314,2017
CR,UZ,1,2017
CR,VE,1389,2017
CR,VN,1,2017
CR,ZW,1,2017
CU,AL,101,2017
CU,DZ,43,2017
CU,AO,90,2017
CU,AR,154,2017
CU,BO,53,2017
CU,BG,123,2017
CU,CA,56,2017
CU,CL,163,2017
CU,CN,272,2017
CU,CO,146,2017
CU,CZ,168,2017
CU,DO,111,2017
CU,EC,56,2017
CU,FR,136,2017
CU,DE,313,2017
CU,GL,80,2017
CU,GD,74,2017
CU,GT,63,2017
CU,HT,858,2017
CU,HU,64,2017
CU,IT,204,2017
CU,JM,271,2017
CU,LB,51,2017
CU,MX,369,2017
CU,NI,248,2017
CU,PA,75,2017
CU,PE,78,2017
CU,PL,87,2017
CU,PR,113,2017
CU,RO,63,2017
CU,RU,1868,2017
CU,ES,4454,2017
CU,UA,568,2017
CU,GB,46,2017
CU,US,492,2017
CU,VE,179,2017
CV,AO,379,2017
CV,AR,4,2017
CV,BE,10,2017
CV,BR,293,2017
CV,CN,23,2017
CV,CI,7,2017
CV,CU,87,2017
CV,FR,205,2017
CV,GA,8,2017
CV,GM,5,2017
CV,DE,68,2017
CV,GH,43,2017
CV,GN,423,2017
CV,GW,5139,2017
CV,IT,417,2017
CV,JP,1,2017
CV,LU,4,2017
CV,ML,7,2017
CV,MX,3,2017
CV,MZ,26,2017
CV,NL,37,2017
CV,NG,686,2017
CV,PE,3,2017
CV,PT,1187,2017
CV,RU,715,2017
CV,ST,1754,2017
CV,SN,1514,2017
CV,SL,15,2017
CV,ES,146,2017
CV,CH,13,2017
CV,TL,8,2017
CV,UA,22,2017
CV,GB,53,2017
CV,US,359,2017
CV,VI,72,2017
CW,AI,42,2017
CW,AG,55,2017
CW,AR,21,2017
CW,AW,1743,2017
CW,BS,82,2017
CW,BB,194,2017
CW,BE,92,2017
CW,VG,101,2017
CW,CA,91,2017
CW,BQ,2382,2017
CW,CN,499,2017
CW,HK,113,2017
CW,CO,4897,2017
CW,CU,237,2017
CW,DM,109,2017
CW,DO,5834,2017
CW,DE,126,2017
CW,GD,2,2017
CW,GP,95,2017
CW,GY,467,2017
CW,HT,2009,2017
CW,IN,650,2017
CW,ID,185,2017
CW,IT,23,2017
CW,JM,1327,2017
CW,JP,132,2017
CW,LB,257,2017
CW,MQ,31,2017
CW,MX,13,2017
CW,NL,9702,2017
CW,PE,107,2017
CW,PT,938,2017
CW,PR,15,2017
CW,KN,184,2017
CW,VC,297,2017
CW,SX,509,2017
CW,ES,20,2017
CW,SR,1910,2017
CW,TT,98,2017
CW,GB,24,2017
CW,US,336,2017
CW,VI,28,2017
CW,VE,1824,2017
CY,AF,9,2017
CY,AL,296,2017
CY,DZ,37,2017
CY,AR,88,2017
CY,AM,1256,2017
CY,AU,3187,2017
CY,AT,378,2017
CY,AZ,37,2017
CY,BH,115,2017
CY,BD,695,2017
CY,BY,362,2017
CY,BE,279,2017
CY,BJ,9,2017
CY,BO,11,2017
CY,BA,72,2017
CY,BW,9,2017
CY,BR,62,2017
CY,BN,4,2017
CY,BG,6585,2017
CY,BI,4,2017
CY,CM,61,2017
CY,CA,1610,2017
CY,CF,15,2017
CY,CL,50,2017
CY,CN,1712,2017
CY,CO,133,2017
CY,CR,4,2017
CY,HR,88,2017
CY,CU,37,2017
CY,CZ,721,2017
CY,KP,34,2017
CY,CD,731,2017
CY,DK,180,2017
CY,DJ,4,2017
CY,DO,11,2017
CY,EC,9,2017
CY,EG,5547,2017
CY,SV,11,2017
CY,ER,4,2017
CY,EE,29,2017
CY,ET,85,2017
CY,FJ,4,2017
CY,FI,528,2017
CY,FR,980,2017
CY,GE,16353,2017
CY,DE,2779,2017
CY,GH,88,2017
CY,GI,4,2017
CY,GR,25366,2017
CY,HT,4,2017
CY,HN,4,2017
CY,HU,368,2017
CY,IS,34,2017
CY,IN,2941,2017
CY,ID,185,2017
CY,IR,1287,2017
CY,IQ,335,2017
CY,IE,829,2017
CY,IL,408,2017
CY,IT,514,2017
CY,JM,15,2017
CY,JP,88,2017
CY,JO,471,2017
CY,KZ,252,2017
CY,KE,88,2017
CY,KW,248,2017
CY,KG,25,2017
CY,LA,4,2017
CY,LV,175,2017
CY,LB,2945,2017
CY,LY,244,2017
CY,LT,98,2017
CY,LU,11,2017
CY,MG,9,2017
CY,MW,9,2017
CY,MY,47,2017
CY,MT,34,2017
CY,MU,11,2017
CY,MX,67,2017
CY,MA,67,2017
CY,MZ,11,2017
CY,MM,47,2017
CY,NA,4,2017
CY,NP,61,2017
CY,NL,514,2017
CY,NZ,98,2017
CY,NI,11,2017
CY,NE,9,2017
CY,NG,326,2017
CY,NO,213,2017
CY,OM,67,2017
CY,PK,555,2017
CY,PA,20,2017
CY,PY,9,2017
CY,PE,34,2017
CY,PH,7709,2017
CY,PL,756,2017
CY,PT,67,2017
CY,PR,4,2017
CY,QA,11,2017
CY,KR,9,2017
CY,MD,1005,2017
CY,RO,5785,2017
CY,RU,13912,2017
CY,SA,248,2017
CY,SN,9,2017
CY,RS,2709,2017
CY,SC,9,2017
CY,SL,4,2017
CY,SG,34,2017
CY,SK,144,2017
CY,SI,15,2017
CY,SO,11,2017
CY,ZA,5313,2017
CY,ES,167,2017
CY,LK,10566,2017
CY,PS,387,2017
CY,SD,555,2017
CY,SR,4,2017
CY,SE,975,2017
CY,CH,403,2017
CY,SY,3484,2017
CY,TJ,9,2017
CY,MK,20,2017
CY,TH,279,2017
CY,TT,15,2017
CY,TN,37,2017
CY,TR,654,2017
CY,TM,11,2017
CY,UG,20,2017
CY,UA,3504,2017
CY,AE,162,2017
CY,GB,39497,2017
CY,TZ,154,2017
CY,US,3401,2017
CY,UY,4,2017
CY,UZ,77,2017
CY,VE,67,2017
CY,VN,67,2017
CY,YE,15,2017
CY,ZM,144,2017
CY,ZW,326,2017
CZ,AF,347,2017
CZ,AL,286,2017
CZ,DZ,676,2017
CZ,AO,195,2017
CZ,AR,111,2017
CZ,AM,2228,2017
CZ,AU,438,2017
CZ,AT,2405,2017
CZ,AZ,745,2017
CZ,BH,16,2017
CZ,BD,127,2017
CZ,BB,1,2017
CZ,BY,4187,2017
CZ,BE,468,2017
CZ,BJ,43,2017
CZ,BM,3,2017
CZ,BT,3,2017
CZ,BO,75,2017
CZ,BA,2798,2017
CZ,BW,81,2017
CZ,BR,329,2017
CZ,BG,6709,2017
CZ,BF,12,2017
CZ,BI,4,2017
CZ,CV,11,2017
CZ,KH,20,2017
CZ,CM,88,2017
CZ,CA,590,2017
CZ,TD,7,2017
CZ,CL,92,2017
CZ,CN,5219,2017
CZ,CO,165,2017
CZ,KM,1,2017
CZ,CG,54,2017
CZ,CR,30,2017
CZ,CI,80,2017
CZ,HR,1516,2017
CZ,CU,397,2017
CZ,CY,86,2017
CZ,KP,27,2017
CZ,CD,59,2017
CZ,DK,288,2017
CZ,DJ,3,2017
CZ,DM,2,2017
CZ,DO,34,2017
CZ,EC,83,2017
CZ,EG,519,2017
CZ,SV,11,2017
CZ,ER,3,2017
CZ,EE,139,2017
CZ,ET,78,2017
CZ,FJ,3,2017
CZ,FI,238,2017
CZ,FR,2186,2017
CZ,GA,2,2017
CZ,GM,11,2017
CZ,GE,1073,2017
CZ,DE,12129,2017
CZ,GH,123,2017
CZ,GR,529,2017
CZ,GD,1,2017
CZ,GT,32,2017
CZ,GN,76,2017
CZ,GW,20,2017
CZ,GY,7,2017
CZ,HT,4,2017
CZ,HN,10,2017
CZ,HU,845,2017
CZ,IS,29,2017
CZ,IN,1010,2017
CZ,ID,129,2017
CZ,IR,340,2017
CZ,IQ,477,2017
CZ,IE,510,2017
CZ,IL,450,2017
CZ,IT,2505,2017
CZ,JM,11,2017
CZ,JP,1477,2017
CZ,JO,161,2017
CZ,KZ,5078,2017
CZ,KE,84,2017
CZ,KI,1,2017
CZ,KW,93,2017
CZ,KG,783,2017
CZ,LA,29,2017
CZ,LV,247,2017
CZ,LB,349,2017
CZ,LS,2,2017
CZ,LR,9,2017
CZ,LY,159,2017
CZ,LI,1,2017
CZ,LT,506,2017
CZ,LU,17,2017
CZ,MG,29,2017
CZ,MY,365,2017
CZ,MV,3,2017
CZ,ML,30,2017
CZ,MT,17,2017
CZ,MR,4,2017
CZ,MU,29,2017
CZ,MX,262,2017
CZ,MC,3,2017
CZ,MN,5716,2017
CZ,ME,34,2017
CZ,MA,266,2017
CZ,MZ,5,2017
CZ,MM,61,2017
CZ,NA,22,2017
CZ,NP,114,2017
CZ,NL,2477,2017
CZ,NZ,123,2017
CZ,NI,11,2017
CZ,NE,6,2017
CZ,NG,537,2017
CZ,NO,122,2017
CZ,PK,413,2017
CZ,PA,26,2017
CZ,PG,3,2017
CZ,PY,33,2017
CZ,PE,182,2017
CZ,PH,350,2017
CZ,PL,20531,2017
CZ,PT,140,2017
CZ,QA,6,2017
CZ,KR,1112,2017
CZ,MD,10740,2017
CZ,RO,4250,2017
CZ,RU,31228,2017
CZ,RW,5,2017
CZ,LC,3,2017
CZ,VC,1,2017
CZ,SM,1,2017
CZ,ST,2,2017
CZ,SA,66,2017
CZ,SN,55,2017
CZ,RS,848,2017
CZ,SL,11,2017
CZ,SG,33,2017
CZ,SK,76649,2017
CZ,SI,241,2017
CZ,SO,37,2017
CZ,ZA,305,2017
CZ,ES,546,2017
CZ,LK,105,2017
CZ,PS,114,2017
CZ,SD,65,2017
CZ,SR,7,2017
CZ,SE,377,2017
CZ,CH,486,2017
CZ,SY,592,2017
CZ,TJ,319,2017
CZ,MK,2121,2017
CZ,TH,564,2017
CZ,TG,13,2017
CZ,TT,4,2017
CZ,TN,603,2017
CZ,TR,1004,2017
CZ,TM,164,2017
CZ,UG,24,2017
CZ,UA,136287,2017
CZ,AE,35,2017
CZ,GB,4206,2017
CZ,TZ,21,2017
CZ,US,3643,2017
CZ,UY,19,2017
CZ,UZ,2410,2017
CZ,VU,1,2017
CZ,VE,91,2017
CZ,VN,58039,2017
CZ,YE,194,2017
CZ,ZM,55,2017
CZ,ZW,39,2017
DE,AF,99973,2017
DE,AL,18102,2017
DE,DZ,23349,2017
DE,AR,18599,2017
DE,AM,12651,2017
DE,AU,13938,2017
DE,AT,258452,2017
DE,AZ,19244,2017
DE,BD,7601,2017
DE,BY,25617,2017
DE,BE,35064,2017
DE,BJ,2148,2017
DE,BO,5380,2017
DE,BA,200510,2017
DE,BR,64108,2017
DE,BG,105686,2017
DE,BF,1549,2017
DE,BI,702,2017
DE,KH,2703,2017
DE,CM,19963,2017
DE,CA,19760,2017
DE,TD,317,2017
DE,CL,15994,2017
DE,CN,102709,2017
DE,CO,22190,2017
DE,CG,4217,2017
DE,CR,1897,2017
DE,CI,4049,2017
DE,HR,210184,2017
DE,CU,14576,2017
DE,CY,1858,2017
DE,CZ,545361,2017
DE,KP,3000,2017
DE,CD,8755,2017
DE,DK,26059,2017
DE,DO,11127,2017
DE,EC,8514,2017
DE,EG,23428,2017
DE,SV,1335,2017
DE,ER,14684,2017
DE,EE,11763,2017
DE,ET,20878,2017
DE,FI,16344,2017
DE,FR,146297,2017
DE,GA,523,2017
DE,GM,4433,2017
DE,GE,22960,2017
DE,GH,30243,2017
DE,GR,215784,2017
DE,GT,2099,2017
DE,GN,4244,2017
DE,HT,1586,2017
DE,HN,1444,2017
DE,HU,173338,2017
DE,IS,1808,2017
DE,IN,68521,2017
DE,ID,19704,2017
DE,IR,137995,2017
DE,IQ,115429,2017
DE,IE,11411,2017
DE,IL,14949,2017
DE,IT,415875,2017
DE,JM,2288,2017
DE,JP,33191,2017
DE,JO,12704,2017
DE,KZ,1020277,2017
DE,KE,15084,2017
DE,KG,83954,2017
DE,LA,3606,2017
DE,LV,30814,2017
DE,LB,79801,2017
DE,LR,1975,2017
DE,LY,4484,2017
DE,LI,307,2017
DE,LT,50003,2017
DE,LU,21010,2017
DE,MG,1597,2017
DE,MY,6159,2017
DE,ML,1454,2017
DE,MT,753,2017
DE,MX,18329,2017
DE,ME,24,2017
DE,MA,114938,2017
DE,MM,2282,2017
DE,NP,3936,2017
DE,NL,139761,2017
DE,NZ,3251,2017
DE,NI,1524,2017
DE,NE,946,2017
DE,NG,26712,2017
DE,NO,8867,2017
DE,PK,50342,2017
DE,PA,735,2017
DE,PY,5105,2017
DE,PE,18630,2017
DE,PH,56439,2017
DE,PL,1936653,2017
DE,PT,98796,2017
DE,KR,29259,2017
DE,MD,23273,2017
DE,RO,592182,2017
DE,RU,1084151,2017
DE,RW,1237,2017
DE,SA,3757,2017
DE,SN,4181,2017
DE,RS,107032,2017
DE,SL,3266,2017
DE,SG,2862,2017
DE,SK,42999,2017
DE,SI,39871,2017
DE,SO,7383,2017
DE,ZA,18428,2017
DE,ES,100899,2017
DE,LK,46872,2017
DE,SE,20057,2017
DE,CH,84578,2017
DE,SY,53277,2017
DE,TJ,29081,2017
DE,TH,76258,2017
DE,TG,14298,2017
DE,TT,920,2017
DE,TN,41471,2017
DE,TR,1661588,2017
DE,TM,6645,2017
DE,UG,2600,2017
DE,UA,262027,2017
DE,GB,103700,2017
DE,US,138039,2017
DE,UY,3422,2017
DE,UZ,42412,2017
DE,VE,9130,2017
DE,VN,113338,2017
DE,YE,2901,2017
DE,ZM,1009,2017
DJ,ET,12732,2017
DJ,SO,96137,2017
DJ,YE,273,2017
DK,AF,14064,2017
DK,AL,368,2017
DK,DZ,1094,2017
DK,AD,1,2017
DK,AO,181,2017
DK,AG,3,2017
DK,AR,1403,2017
DK,AM,784,2017
DK,AW,6,2017
DK,AU,3462,2017
DK,AT,2193,2017
DK,AZ,353,2017
DK,BS,19,2017
DK,BH,104,2017
DK,BD,1245,2017
DK,BB,38,2017
DK,BY,815,2017
DK,BE,2353,2017
DK,BZ,7,2017
DK,BJ,54,2017
DK,BT,704,2017
DK,BO,530,2017
DK,BA,21492,2017
DK,BW,76,2017
DK,BR,3824,2017
DK,BN,7,2017
DK,BG,6435,2017
DK,BF,115,2017
DK,BI,634,2017
DK,CV,31,2017
DK,KH,272,2017
DK,CM,816,2017
DK,CA,4362,2017
DK,CF,11,2017
DK,TD,17,2017
DK,CL,1848,2017
DK,CN,13377,2017
DK,HK,604,2017
DK,CO,3750,2017
DK,KM,14,2017
DK,CG,866,2017
DK,CR,199,2017
DK,CI,512,2017
DK,HR,937,2017
DK,CU,554,2017
DK,CY,210,2017
DK,CZ,1324,2017
DK,KP,443,2017
DK,CD,1136,2017
DK,DJ,23,2017
DK,DM,16,2017
DK,DO,187,2017
DK,EC,683,2017
DK,EG,1956,2017
DK,SV,96,2017
DK,ER,375,2017
DK,EE,1721,2017
DK,ET,2450,2017
DK,FO,14137,2017
DK,FJ,24,2017
DK,FI,4383,2017
DK,FR,8163,2017
DK,GA,6,2017
DK,GM,745,2017
DK,GE,253,2017
DK,DE,42372,2017
DK,GH,2174,2017
DK,GR,2471,2017
DK,GL,18855,2017
DK,GD,11,2017
DK,GT,275,2017
DK,GN,131,2017
DK,GW,69,2017
DK,GY,116,2017
DK,HT,180,2017
DK,HN,148,2017
DK,HU,4553,2017
DK,IS,9668,2017
DK,IN,11020,2017
DK,ID,1323,2017
DK,IR,16190,2017
DK,IQ,25918,2017
DK,IE,1882,2017
DK,IL,1959,2017
DK,IT,7306,2017
DK,JM,199,2017
DK,JP,2204,2017
DK,JO,1394,2017
DK,KZ,241,2017
DK,KE,1838,2017
DK,KI,1,2017
DK,KW,1616,2017
DK,KG,55,2017
DK,LA,71,2017
DK,LV,5095,2017
DK,LB,14982,2017
DK,LS,55,2017
DK,LR,199,2017
DK,LY,282,2017
DK,LI,23,2017
DK,LT,10222,2017
DK,LU,576,2017
DK,MG,68,2017
DK,MW,101,2017
DK,MY,982,2017
DK,MV,9,2017
DK,ML,59,2017
DK,MT,115,2017
DK,MR,30,2017
DK,MU,166,2017
DK,MX,1327,2017
DK,MC,18,2017
DK,MN,69,2017
DK,ME,180,2017
DK,MA,6460,2017
DK,MZ,239,2017
DK,MM,2060,2017
DK,NA,72,2017
DK,NP,2349,2017
DK,NL,8197,2017
DK,NZ,957,2017
DK,NI,219,2017
DK,NE,17,2017
DK,NG,1614,2017
DK,NO,23315,2017
DK,OM,31,2017
DK,PK,14963,2017
DK,PA,94,2017
DK,PG,9,2017
DK,PY,81,2017
DK,PE,1268,2017
DK,PH,12482,2017
DK,PL,37197,2017
DK,PT,1788,2017
DK,QA,102,2017
DK,KR,10526,2017
DK,MD,488,2017
DK,RO,16059,2017
DK,RU,6612,2017
DK,RW,451,2017
DK,LC,9,2017
DK,VC,6,2017
DK,WS,20,2017
DK,SM,2,2017
DK,SA,304,2017
DK,SN,178,2017
DK,RS,2009,2017
DK,SC,20,2017
DK,SL,404,2017
DK,SG,890,2017
DK,SK,1545,2017
DK,SI,386,2017
DK,SB,2,2017
DK,SO,12252,2017
DK,ZA,2150,2017
DK,ES,6759,2017
DK,LK,9472,2017
DK,SD,817,2017
DK,SR,34,2017
DK,SZ,55,2017
DK,SE,25936,2017
DK,CH,3084,2017
DK,SY,4957,2017
DK,TJ,30,2017
DK,MK,3429,2017
DK,TH,14206,2017
DK,TG,169,2017
DK,TO,18,2017
DK,TT,190,2017
DK,TN,1061,2017
DK,TR,39533,2017
DK,TM,17,2017
DK,UG,1700,2017
DK,UA,7880,2017
DK,AE,426,2017
DK,GB,21286,2017
DK,TZ,1222,2017
DK,US,14186,2017
DK,UY,274,2017
DK,UZ,320,2017
DK,VU,3,2017
DK,VE,809,2017
DK,VN,12052,2017
DK,YE,190,2017
DK,ZM,696,2017
DK,ZW,488,2017
DM,AI,19,2017
DM,AG,446,2017
DM,AW,47,2017
DM,AU,7,2017
DM,BS,12,2017
DM,BB,168,2017
DM,VG,85,2017
DM,CA,185,2017
DM,CN,38,2017
DM,CU,12,2017
DM,FR,80,2017
DM,GF,23,2017
DM,DE,30,2017
DM,GP,38,2017
DM,GY,191,2017
DM,HT,1407,2017
DM,IN,28,2017
DM,JM,130,2017
DM,LB,34,2017
DM,MQ,144,2017
DM,MS,163,2017
DM,NL,10,2017
DM,NG,50,2017
DM,PR,16,2017
DM,KN,63,2017
DM,LC,283,2017
DM,VC,126,2017
DM,SR,19,2017
DM,SY,16,2017
DM,TT,308,2017
DM,GB,638,2017
DM,US,628,2017
DM,VE,30,2017
DO,AI,34,2017
DO,AG,183,2017
DO,AR,1095,2017
DO,AW,163,2017
DO,AU,40,2017
DO,AT,212,2017
DO,BS,39,2017
DO,BH,21,2017
DO,BE,261,2017
DO,BM,16,2017
DO,BT,8,2017
DO,BO,174,2017
DO,BA,5,2017
DO,BR,659,2017
DO,VG,76,2017
DO,BG,75,2017
DO,BI,3,2017
DO,CV,3,2017
DO,KH,123,2017
DO,CM,23,2017
DO,CA,1243,2017
DO,CF,138,2017
DO,TD,3,2017
DO,CL,647,2017
DO,CN,1517,2017
DO,CO,3687,2017
DO,CK,8,2017
DO,CR,313,2017
DO,CU,3927,2017
DO,CZ,30,2017
DO,DK,25,2017
DO,DM,15,2017
DO,EC,595,2017
DO,SV,273,2017
DO,FI,27,2017
DO,FR,2089,2017
DO,DE,1698,2017
DO,GR,64,2017
DO,GP,57,2017
DO,GT,438,2017
DO,GY,23,2017
DO,HT,336729,2017
DO,HN,433,2017
DO,HU,21,2017
DO,IN,97,2017
DO,IR,31,2017
DO,IQ,27,2017
DO,IE,33,2017
DO,IL,62,2017
DO,IT,3880,2017
DO,JM,136,2017
DO,JP,352,2017
DO,KZ,11,2017
DO,LB,153,2017
DO,MY,18,2017
DO,MT,25,2017
DO,MQ,33,2017
DO,MX,1531,2017
DO,MA,34,2017
DO,NL,606,2017
DO,NI,298,2017
DO,NG,25,2017
DO,NO,56,2017
DO,PK,80,2017
DO,PA,774,2017
DO,PY,25,2017
DO,PE,1460,2017
DO,PH,52,2017
DO,PL,44,2017
DO,PT,109,2017
DO,PR,6220,2017
DO,KR,577,2017
DO,MD,12,2017
DO,RO,43,2017
DO,RU,492,2017
DO,SH,99,2017
DO,KN,140,2017
DO,PM,65,2017
DO,SA,18,2017
DO,RS,74,2017
DO,ZA,11,2017
DO,ES,7221,2017
DO,PS,19,2017
DO,SR,27,2017
DO,SE,75,2017
DO,CH,1068,2017
DO,SY,25,2017
DO,MK,26,2017
DO,TT,23,2017
DO,TR,31,2017
DO,TC,35,2017
DO,UA,77,2017
DO,GB,492,2017
DO,US,26397,2017
DO,VI,83,2017
DO,UY,187,2017
DO,VE,5539,2017
DO,WF,12,2017
DZ,FR,550,2017
DZ,DE,771,2017
DZ,ID,1434,2017
DZ,IQ,7533,2017
DZ,IT,734,2017
DZ,JO,2243,2017
DZ,KW,1187,2017
DZ,LB,1215,2017
DZ,LY,2310,2017
DZ,MY,870,2017
DZ,RU,796,2017
DZ,SA,3900,2017
DZ,SO,11499,2017
DZ,PS,31477,2017
DZ,SD,1585,2017
DZ,SY,3053,2017
