source,target,stock
BS,RU,58
BS,KN,35
BS,LC,81
BS,VC,41
BS,ZA,108
BS,ES,115
BS,LK,40
BS,SZ,12
BS,SE,30
BS,CH,319
BS,TT,406
BS,TC,1610
BS,UG,12
BS,UA,18
BS,GB,2077
BS,US,10071
BS,UY,17
BS,VE,31
BS,ZW,15
BT,AU,27
BT,BD,53
BT,CA,37
BT,CN,927
BT,DK,38
BT,FR,30
BT,DE,27
BT,IN,45788
BT,IT,13
BT,JP,129
BT,MM,34
BT,NP,733
BT,NL,20
BT,NZ,24
BT,PK,22
BT,PH,19
BT,KR,33
BT,SG,18
BT,LK,33
BT,SE,23
BT,CH,24
BT,TH,62
BT,GB,36
BT,US,139
BW,AO,3677
BW,AU,464
BW,CA,432
BW,CN,4382
BW,CD,3513
BW,DK,409
BW,DE,1332
BW,IN,9861
BW,IE,741
BW,IT,646
BW,KE,740
BW,LS,3375
BW,MG,663
BW,MW,4761
BW,MU,1948
BW,MZ,1227
BW,NA,1911
BW,NL,754
BW,NG,770
BW,NO,464
BW,PK,725
BW,PT,550
BW,SC,275
BW,ZA,38607
BW,LK,1994
BW,SZ,721
BW,SE,518
BW,UG,1704
BW,GB,8561
BW,TZ,3073
BW,US,1322
BW,ZM,13295
BW,ZW,32764
BY,AF,280
BY,DZ,52
BY,AR,101
BY,AM,5705
BY,AU,27
BY,AT,58
BY,AZ,13440
BY,BE,35
BY,BR,93
BY,BG,60
BY,CA,154
BY,CU,43
BY,CZ,95
BY,KP,59
BY,DK,198
BY,EE,3230
BY,ET,24
BY,FI,2102
BY,GE,8473
BY,DE,65
BY,GR,107
BY,HU,340
BY,IN,47
BY,IR,48
BY,IE,23
BY,IL,385
BY,IT,23
BY,JO,29
BY,KZ,69682
BY,KG,5213
BY,LV,10444
BY,LB,64
BY,LT,17316
BY,MN,167
BY,NO,60
BY,PK,46
BY,PL,476
BY,KR,28
BY,MD,7578
BY,RO,22
BY,RU,679682
BY,RS,34
BY,SK,26
BY,ES,34
BY,SE,338
BY,CH,28
BY,SY,82
BY,TJ,5656
BY,TR,24
BY,TM,5442
BY,UA,224847
BY,AE,22
BY,GB,459
BY,US,86
BY,UY,27
BY,UZ,14729
BY,VN,364
BY,YE,32
BZ,CA,897
BZ,CN,2117
BZ,HK,77
BZ,SV,9982
BZ,DE,73
BZ,GT,25493
BZ,HT,58
BZ,HN,9762
BZ,IN,404
BZ,JM,536
BZ,LB,58
BZ,MX,3810
BZ,NG,48
BZ,GB,442
BZ,US,4429
CA,AF,47605
CA,AL,15823
CA,DZ,59389
CA,AO,2981
CA,AI,86
CA,AG,2789
CA,AR,21939
CA,AM,4063
CA,AW,621
CA,AU,22055
CA,AT,19875
CA,AZ,3405
CA,BS,1772
CA,BH,2319
CA,BD,52698
CA,BB,17974
CA,BY,12131
CA,BE,22927
CA,BZ,1981
CA,BJ,3730
CA,BM,2650
CA,BT,2569
CA,BO,5353
CA,BA,41722
CA,BW,412
CA,BR,26647
CA,VG,110
CA,BN,4586
CA,BG,20410
CA,BF,1173
CA,BI,7237
CA,CV,202
CA,KH,27618
CA,CM,9422
CA,KY,278
CA,CF,272
CA,TD,871
CA,CL,29293
CA,CN,711555
CA,HK,238845
CA,MO,6469
CA,CO,70405
CA,KM,202
CA,CG,1923
CA,CR,9520
CA,CI,6476
CA,HR,93048
CA,CU,15509
CA,CY,4394
CA,CZ,23706
CA,KP,395
CA,CD,21445
CA,DK,17114
CA,DJ,1545
CA,DM,3540
CA,DO,9823
CA,EC,15852
CA,EG,58058
CA,SV,50756
CA,GQ,63
CA,ER,9009
CA,EE,4754
CA,ET,28526
CA,FJ,28241
CA,FI,11272
CA,FR,105159
CA,GF,81
CA,PF,133
CA,GA,964
CA,GM,568
CA,GE,1923
CA,DE,177129
CA,GH,24718
CA,GI,330
CA,GR,77289
CA,GD,12004
CA,GP,499
CA,GT,17771
CA,GN,4412
CA,GW,98
CA,GY,102252
CA,HT,93131
CA,HN,6748
CA,HU,45326
CA,IS,731
CA,IN,602146
CA,ID,15718
CA,IR,140318
CA,IQ,57576
CA,IE,32595
CA,IL,26561
CA,IT,280004
CA,JM,146539
CA,JP,30002
CA,JO,10929
CA,KZ,10882
CA,KE,28502
CA,KW,14951
CA,KG,2022
CA,LA,16631
CA,LV,7120
CA,LB,94299
CA,LS,103
CA,LR,2470
CA,LY,5469
CA,LT,6202
CA,LU,487
CA,MG,3876
CA,MW,709
CA,MY,26003
CA,ML,1667
CA,MT,8643
CA,MQ,568
CA,MR,563
CA,MU,15300
CA,MX,81033
CA,MC,173
CA,MN,1202
CA,ME,1772
CA,MS,685
CA,MA,65436
CA,MZ,1307
CA,MM,9394
CA,NA,790
CA,NP,9702
CA,NL,114535
CA,NC,98
CA,NZ,11701
CA,NI,10399
CA,NE,725
CA,NG,32118
CA,NO,5103
CA,OM,1609
CA,PK,159131
CA,PA,2842
CA,PG,476
CA,PY,8266
CA,PE,31060
CA,PH,528257
CA,PL,177059
CA,PT,161055
CA,PR,440
CA,QA,1918
CA,KR,130686
CA,MD,14178
CA,RE,307
CA,RO,96031
CA,RU,84905
CA,RW,5720
CA,KN,2423
CA,LC,4987
CA,PM,330
CA,VC,13365
CA,WS,127
CA,SA,15713
CA,SN,5795
CA,RS,45379
CA,SC,1052
CA,SL,2784
CA,SG,12789
CA,SK,15283
CA,SI,9655
CA,SO,25875
CA,ZA,47152
CA,ES,10532
CA,LK,153625
CA,PS,8597
CA,SD,15992
CA,SR,1005
CA,SZ,325
CA,SE,7905
CA,CH,21799
CA,SY,25677
CA,TJ,1232
CA,MK,11173
CA,TH,15532
CA,TG,2778
CA,TO,103
CA,TT,78137
CA,TN,12771
CA,TR,29386
CA,TM,493
CA,TC,74
CA,UG,13661
CA,UA,76098
CA,AE,16689
CA,GB,624411
CA,TZ,22631
CA,US,306334
CA,VI,51
CA,UY,7672
CA,UZ,5574
CA,VE,18608
CA,VN,191988
CA,YE,1976
CA,ZM,3742
CA,ZW,10532
CD,AO,197499
CD,BI,41654
CD,CF,275050
CD,CG,6979
CD,RW,298642
CD,SS,9329
CD,SD,5994
CD,UG,6637
CF,AU,10
CF,AT,22
CF,CA,202
CF,TD,10910
CF,CY,7
CF,CD,18733
CF,DK,2
CF,EG,41
CF,FR,10425
CF,IE,10
CF,IT,71
CF,ML,327
CF,NL,35
CF,RU,147
CF,ST,79
CF,SI,46
CF,ZA,56
CF,SD,21264
CF,SE,13
CF,CH,157
CF,TG,9
CF,TR,7
CF,US,596
CG,AO,41856
CG,BJ,15421
CG,CM,11469
CG,CF,33186
CG,TD,10723
CG,CN,937
CG,CU,544
CG,CD,172923
CG,GQ,1605
CG,FR,10474
CG,GA,3210
CG,DE,587
CG,LB,1184
CG,ML,34426
CG,MR,3196
CG,PT,1462
CG,RU,2614
CG,RW,25495
CG,SN,13463
CG,TG,2473
CG,US,168
CH,AF,4784
CH,AL,2082
CH,DZ,9957
CH,AD,56
CH,AO,6966
CH,AG,117
CH,AR,9193
CH,AM,768
CH,AU,8165
CH,AT,67514
CH,AZ,599
CH,BS,134
CH,BH,318
CH,BD,2192
CH,BB,88
CH,BY,1239
CH,BE,16847
CH,BZ,65
CH,BJ,587
CH,BT,74
CH,BO,3544
CH,BA,59685
CH,BW,76
CH,BR,49250
CH,BN,58
CH,BG,6176
CH,BF,669
CH,BI,603
CH,CV,2208
CH,KH,2695
CH,CM,7526
CH,CA,12829
CH,CF,211
CH,TD,316
CH,CL,8039
CH,CN,19090
CH,CO,12394
CH,KM,31
CH,CG,1276
CH,CR,969
CH,CI,3131
CH,HR,22576
CH,CU,3379
CH,CY,392
CH,CZ,14763
CH,KP,518
CH,CD,7125
CH,DK,6229
CH,DJ,104
CH,DM,378
CH,DO,11154
CH,EC,5241
CH,EG,6676
CH,SV,769
CH,GQ,44
CH,ER,9224
CH,EE,610
CH,ET,5405
CH,FJ,72
CH,FI,5774
CH,FR,157721
CH,GA,289
CH,GM,749
CH,GE,716
CH,DE,376007
CH,GH,2877
CH,GR,9596
CH,GD,48
CH,GT,1057
CH,GN,1276
CH,GW,355
CH,GY,141
CH,HT,1916
CH,HN,580
CH,HU,18173
CH,IS,428
CH,IN,19791
CH,ID,3790
CH,IR,9708
CH,IQ,7819
CH,IE,3783
CH,IL,3976
CH,IT,274648
CH,JM,830
CH,JP,7878
CH,JO,712
CH,KZ,2491
CH,KE,3539
CH,KW,487
CH,KG,518
CH,LA,1081
CH,LV,1738
CH,LB,6411
CH,LS,88
CH,LR,457
CH,LY,1139
CH,LI,2583
CH,LT,1309
CH,LU,2503
CH,MG,1835
CH,MW,113
CH,MY,2473
CH,MV,67
CH,ML,464
CH,MT,308
CH,MR,134
CH,MU,3024
CH,MX,6851
CH,MC,275
CH,MN,718
CH,ME,2900
CH,MA,18145
CH,MZ,1313
CH,MM,262
CH,NA,343
CH,NP,988
CH,NL,32535
CH,NZ,1958
CH,NI,631
CH,NE,206
CH,NG,3633
CH,NO,2536
CH,OM,91
CH,PK,4616
CH,PA,471
CH,PG,269
CH,PY,1057
CH,PE,10103
CH,PH,13915
CH,PL,27384
CH,PT,213555
CH,QA,72
CH,KR,3758
CH,MD,1239
CH,RO,15402
CH,RU,19950
CH,RW,1128
CH,LC,61
CH,ST,59
CH,SA,1031
CH,SN,2430
CH,RS,174909
CH,SC,244
CH,SL,352
CH,SG,1935
CH,SK,12934
CH,SI,4061
CH,SO,5119
CH,ZA,7920
CH,ES,65211
CH,LK,43708
CH,PS,190
CH,SD,1162
CH,SR,112
CH,SZ,108
CH,SE,10580
CH,SY,3831
CH,TJ,170
CH,MK,60994
CH,TH,20734
CH,TG,1935
CH,TT,352
CH,TN,11568
CH,TR,87634
CH,TM,99
CH,UG,823
CH,UA,7641
CH,AE,451
CH,GB,49847
CH,TZ,921
CH,US,39775
CH,UY,1769
CH,UZ,768
CH,VE,4137
CH,VN,12499
CH,YE,480
CH,ZM,379
CH,ZW,1114
CI,BJ,54608
CI,BF,1307265
CI,CV,294
CI,GM,44
CI,GH,43176
CI,GN,95929
CI,GW,332
CI,LR,83252
CI,LY,3701
CI,ML,359579
CI,MR,8076
CI,NE,50280
CI,NG,39306
CI,SN,19183
CI,SL,665
CI,TG,50831
CK,AU,375
CK,FJ,154
CK,PF,124
CK,NL,19
CK,NZ,2611
CK,NU,18
CK,PG,19
CK,WS,10
CK,GB,96
CK,US,32
CL,AF,15
CL,AL,26
CL,DZ,45
CL,AD,8
CL,AO,58
CL,AI,15
CL,AG,13
CL,AR,73285
CL,AM,12
CL,AW,5
CL,AU,1038
CL,AT,557
CL,AZ,5
CL,BS,2
CL,BH,5
CL,BD,5
CL,BB,5
CL,BY,5
CL,BE,877
CL,BZ,2
CL,BJ,2
CL,BM,5
CL,BT,5
CL,BO,39084
CL,BA,12
CL,BW,5
CL,BR,18986
CL,BG,97
CL,BF,2
CL,BI,2
CL,CV,2
CL,KH,5
CL,CM,5
CL,CA,1922
CL,KY,2
CL,CF,5
CL,TD,18
CL,CN,9823
CL,HK,55
CL,MO,8
CL,CO,24427
CL,KM,2
CL,CG,13
CL,CK,2
CL,CR,486
CL,CI,8
CL,HR,396
CL,CU,3173
CL,CY,13
CL,CZ,151
CL,KP,5
CL,CD,13
CL,DK,242
CL,DM,31
CL,DO,289
CL,EC,24427
CL,EG,85
CL,SV,242
CL,GQ,2
CL,ER,2
CL,EE,45
CL,ET,5
CL,FO,2
CL,FK,5
CL,FJ,8
CL,FI,138
CL,FR,3298
CL,GF,2
CL,PF,5
CL,GA,5
CL,GM,2
CL,GE,2
CL,DE,12665
CL,GH,7
CL,GI,5
CL,GR,203
CL,GL,5
CL,GD,5
CL,GP,7
CL,GU,5
CL,GT,236
CL,GN,5
CL,GW,5
CL,GY,15
CL,HT,45
CL,VA,2
CL,HN,249
CL,HU,343
CL,IS,12
CL,IN,574
CL,ID,90
CL,IR,85
CL,IQ,26
CL,IE,133
CL,IL,560
CL,IT,3934
CL,JM,23
CL,JP,848
CL,JO,87
CL,KZ,7
CL,KE,20
CL,KW,8
CL,KG,5
CL,LA,2
CL,LV,37
CL,LB,212
CL,LS,12
CL,LR,5
CL,LY,23
CL,LI,5
CL,LT,18
CL,LU,15
CL,MG,8
CL,MW,2
CL,MY,26
CL,MV,2
CL,ML,93
CL,MT,15
CL,MQ,5
CL,MR,2
CL,MU,5
CL,YT,2
CL,MX,1809
CL,FM,2
CL,MC,8
CL,MN,2
CL,MS,2
CL,MA,90
CL,MZ,47
CL,MM,2
CL,NA,5
CL,NR,7
CL,NP,8
CL,NL,682
CL,NC,5
CL,NZ,146
CL,NI,249
CL,NE,12
CL,NG,20
CL,NU,5
CL,MP,7
CL,NO,355
CL,OM,5
CL,PK,169
CL,PW,5
CL,PA,537
CL,PG,5
CL,PY,1275
CL,PE,185731
CL,PH,210
CL,PL,462
CL,PT,261
CL,PR,191
CL,QA,27
CL,KR,1113
CL,MD,8
CL,RE,5
CL,RO,374
CL,RU,614
CL,RW,5
CL,SH,348
CL,KN,13
CL,LC,64
CL,PM,2
CL,VC,5
CL,SM,2
CL,ST,12
CL,SA,18
CL,SN,5
CL,SL,2
CL,SG,61
CL,SK,55
CL,SI,40
CL,SO,12
CL,ZA,21290
CL,ES,9194
CL,LK,7
CL,PS,731
CL,SD,5
CL,SR,5
CL,SZ,5
CL,SE,1308
CL,CH,1077
CL,SY,318
CL,TJ,2
CL,MK,422
CL,TH,37
CL,TG,20
CL,TO,287
CL,TT,12
CL,TN,15
CL,TR,268
CL,TM,5
CL,TC,5
CL,UG,5
CL,UA,169
CL,AE,5
CL,GB,18901
CL,TZ,8
CL,US,8386
CL,VI,2
CL,UY,2381
CL,UZ,5
CL,VU,2
CL,VE,4302
CL,VN,12
CL,WF,2
CL,EH,5
CL,ZM,5
CL,ZW,12
CM,AO,2777
CM,BJ,2608
CM,CA,193
CM,CF,285641
CM,TD,76601
CM,CG,3209
CM,CD,4431
CM,GQ,3648
CM,FR,5016
CM,GA,1146
CM,DE,318
CM,GR,207
CM,GN,4974
CM,IT,551
CM,LR,4624
CM,ML,8914
CM,NL,172
CM,NE,11415
CM,NG,115519
CM,SN,3426
CM,GB,276
CM,US,889
CN,AU,5341
CN,BD,4106
CN,BR,75920
CN,CA,8818
CN,HK,276187
CN,MO,24934
CN,IN,9164
CN,ID,40608
CN,JP,6975
CN,MY,6264
CN,PK,4500
CN,PE,13779
CN,PH,74674
CN,KR,190888
CN,RU,3028
CN,LK,5554
CN,TH,15525
CN,GB,9308
CN,US,27365
CN,VN,28712
CO,AF,122
CO,AL,52
CO,DZ,26
CO,AD,49
CO,AO,56
CO,AI,43
CO,AG,41
CO,AR,3419
CO,AW,328
CO,AU,234
CO,AT,222
CO,BE,464
CO,BO,874
CO,BR,2496
CO,BG,90
CO,CA,1051
CO,CL,2162
CO,CN,2176
CO,HK,36
CO,CR,1128
CO,HR,60
CO,CU,1945
CO,CW,97
CO,CZ,41
CO,KP,213
CO,DK,97
CO,DM,52
CO,DO,410
CO,EC,15212
CO,EG,149
CO,SV,409
CO,EE,22
CO,FI,50
CO,FR,2203
CO,DE,2523
CO,GR,124
CO,GT,490
CO,GY,20
CO,HT,122
CO,HN,376
CO,HU,149
CO,IN,153
CO,ID,88
CO,IR,125
CO,IQ,23
CO,IE,139
CO,IL,500
CO,IT,3001
CO,JM,63
CO,JP,771
CO,JO,190
CO,KW,26
CO,LV,20
CO,LB,1253
CO,LT,48
CO,LU,23
CO,MX,3050
CO,MA,74
CO,NL,376
CO,NZ,54
CO,NI,611
CO,NG,49
CO,NO,87
CO,PK,43
CO,PA,2208
CO,PY,231
CO,PE,5391
CO,PH,102
CO,PL,272
CO,PT,121
CO,PR,590
CO,KR,292
CO,RO,236
CO,RU,719
CO,SA,74
CO,SX,23
CO,SI,30
CO,ZA,56
CO,ES,7086
CO,SE,194
CO,CH,725
CO,SY,145
CO,TT,39
CO,TR,50
CO,UA,241
CO,AE,42
CO,GB,1322
CO,US,20140
CO,UY,464
CO,VU,221
CO,VE,49829
CR,AF,4
CR,AL,4
CR,DZ,12
CR,AO,3
CR,AR,1476
CR,AM,7
CR,AW,32
CR,AU,67
CR,AT,128
CR,AZ,3
CR,BS,12
CR,BH,1
CR,BD,3
CR,BB,11
CR,BY,5
CR,BE,293
CR,BZ,139
CR,BJ,1
CR,BM,11
CR,BT,4
CR,BO,371
CR,BR,547
CR,BG,71
CR,KH,3
CR,CM,9
CR,CA,1416
CR,KY,8
CR,CF,5
CR,JE,111
CR,CL,1749
CR,CN,292
CR,HK,3305
CR,MO,1
CR,CO,21400
CR,CG,8
CR,CI,3
CR,HR,24
CR,CU,5791
CR,CY,3
CR,KP,36
CR,CD,3
CR,DK,63
CR,DM,5
CR,DO,1104
CR,EC,1279
CR,EG,11
CR,SV,13984
CR,EE,3
CR,ET,1
CR,FJ,1
CR,FI,22
CR,FR,878
CR,GF,12
CR,GA,1
CR,GE,12
CR,DE,1877
CR,GH,1
CR,GI,4
CR,GR,33
CR,GL,8
CR,GD,8
CR,GU,5
CR,GT,2676
CR,GY,28
CR,HT,71
CR,HN,3947
CR,HU,74
CR,IS,1
CR,IN,54
CR,ID,17
CR,IR,100
CR,IQ,15
CR,IE,29
CR,IL,171
CR,IT,2145
CR,JM,218
CR,JP,284
CR,JO,11
CR,KZ,5
CR,KE,8
CR,LA,4
CR,LV,1
CR,LB,88
CR,LY,11
CR,LI,4
CR,LT,9
CR,LU,15
CR,MG,3
CR,MY,4
CR,MV,1
CR,MQ,4
CR,MX,3118
CR,MC,1
CR,MN,15
CR,MS,4
CR,MA,4
CR,MZ,4
CR,MM,12
CR,NP,8
CR,NL,589
CR,NZ,17
CR,NI,294018
CR,NG,3
CR,NO,76
CR,OM,3
CR,PK,9
CR,PA,11493
CR,PY,83
CR,PE,3806
CR,PH,139
CR,PL,303
CR,PT,78
CR,PR,358
CR,QA,3
CR,KR,254
CR,MD,4
CR,RO,99
CR,RU,602
CR,RW,1
CR,KN,1
CR,LC,1
CR,PM,1
CR,VC,1
CR,SA,13
CR,SN,1
CR,SG,8
CR,SK,22
CR,SO,1
CR,ZA,57
CR,ES,2176
CR,LK,1
CR,SD,1
CR,SR,20
CR,SZ,1
CR,SE,137
CR,CH,676
CR,SY,11
CR,MK,26
CR,TH,7
CR,TT,34
CR,TN,4
CR,TR,8
CR,UG,9
CR,UA,155
CR,GB,522
CR,TZ,4
CR,US,12750
CR,VI,7
CR,UY,314
CR,UZ,1
CR,VE,1389
CR,VN,1
CR,ZW,1
CU,AL,101
CU,DZ,43
CU,AO,90
CU,AR,154
CU,BO,53
CU,BG,123
CU,CA,56
CU,CL,163
CU,CN,272
CU,CO,146
CU,CZ,168
CU,DO,111
CU,EC,56
CU,FR,136
CU,DE,313
CU,GL,80
CU,GD,74
CU,GT,63
CU,HT,858
CU,HU,64
CU,IT,204
CU,JM,271
CU,LB,51
CU,MX,369
CU,NI,248
CU,PA,75
CU,PE,78
CU,PL,87
CU,PR,113
CU,RO,63
CU,RU,1868
CU,ES,4454
CU,UA,568
CU,GB,46
CU,US,492
CU,VE,179
CV,AO,379
CV,AR,4
CV,BE,10
CV,BR,293
CV,CN,23
CV,CI,7
CV,CU,87
CV,FR,205
CV,GA,8
CV,GM,5
CV,DE,68
CV,GH,43
CV,GN,423
CV,GW,5139
CV,IT,417
CV,JP,1
CV,LU,4
CV,ML,7
CV,MX,3
CV,MZ,26
CV,NL,37
CV,NG,686
CV,PE,3
CV,PT,1187
CV,RU,715
CV,ST,1754
CV,SN,1514
CV,SL,15
CV,ES,146
CV,CH,13
CV,TL,8
CV,UA,22
CV,GB,53
CV,US,359
CV,VI,72
CW,AI,42
CW,AG,55
CW,AR,21
CW,AW,1743
CW,BS,82
CW,BB,194
CW,BE,92
CW,VG,101
CW,CA,91
CW,BQ,2382
CW,CN,499
CW,HK,113
CW,CO,4897
CW,CU,237
CW,DM,109
CW,DO,5834
CW,DE,126
CW,GD,2
CW,GP,95
CW,GY,467
CW,HT,2009
CW,IN,650
CW,ID,185
CW,IT,23
CW,JM,1327
CW,JP,132
CW,LB,257
CW,MQ,31
CW,MX,13
CW,NL,9702
CW,PE,107
CW,PT,938
CW,PR,15
CW,KN,184
CW,VC,297
CW,SX,509
CW,ES,20
CW,SR,1910
CW,TT,98
CW,GB,24
CW,US,336
CW,VI,28
CW,VE,1824
CY,AF,9
CY,AL,296
CY,DZ,37
CY,AR,88
CY,AM,1256
CY,AU,3187
CY,AT,378
CY,AZ,37
CY,BH,115
CY,BD,695
CY,BY,362
CY,BE,279
CY,BJ,9
CY,BO,11
CY,BA,72
CY,BW,9
CY,BR,62
CY,BN,4
CY,BG,6585
CY,BI,4
CY,CM,61
CY,CA,1610
CY,CF,15
CY,CL,50
CY,CN,1712
CY,CO,133
CY,CR,4
CY,HR,88
CY,CU,37
CY,CZ,721
CY,KP,34
CY,CD,731
CY,DK,180
CY,DJ,4
CY,DO,11
CY,EC,9
CY,EG,5547
CY,SV,11
CY,ER,4
CY,EE,29
CY,ET,85
CY,FJ,4
CY,FI,528
CY,FR,980
CY,GE,16353
CY,DE,2779
CY,GH,88
CY,GI,4
CY,GR,25366
CY,HT,4
CY,HN,4
CY,HU,368
CY,IS,34
CY,IN,2941
CY,ID,185
CY,IR,1287
CY,IQ,335
CY,IE,829
CY,IL,408
CY,IT,514
CY,JM,15
CY,JP,88
CY,JO,471
CY,KZ,252
CY,KE,88
CY,KW,248
CY,KG,25
CY,LA,4
CY,LV,175
CY,LB,2945
CY,LY,244
CY,LT,98
CY,LU,11
CY,MG,9
CY,MW,9
CY,MY,47
CY,MT,34
CY,MU,11
CY,MX,67
CY,MA,67
CY,MZ,11
CY,MM,47
CY,NA,4
CY,NP,61
CY,NL,514
CY,NZ,98
CY,NI,11
CY,NE,9
CY,NG,326
CY,NO,213
CY,OM,67
CY,PK,555
CY,PA,20
CY,PY,9
CY,PE,34
CY,PH,7709
CY,PL,756
CY,PT,67
CY,PR,4
CY,QA,11
CY,KR,9
CY,MD,1005
CY,RO,5785
CY,RU,13912
CY,SA,248
CY,SN,9
CY,RS,2709
CY,SC,9
CY,SL,4
CY,SG,34
CY,SK,144
CY,SI,15
CY,SO,11
CY,ZA,5313
CY,ES,167
CY,LK,10566
CY,PS,387
CY,SD,555
CY,SR,4
CY,SE,975
CY,CH,403
CY,SY,3484
CY,TJ,9
CY,MK,20
CY,TH,279
CY,TT,15
CY,TN,37
CY,TR,654
CY,TM,11
CY,UG,20
CY,UA,3504
CY,AE,162
CY,GB,39497
CY,TZ,154
CY,US,3401
CY,UY,4
CY,UZ,77
CY,VE,67
CY,VN,67
CY,YE,15
CY,ZM,144
CY,ZW,326
CZ,AF,347
CZ,AL,286
CZ,DZ,676
CZ,AO,195
CZ,AR,111
CZ,AM,2228
CZ,AU,438
CZ,AT,2405
CZ,AZ,745
CZ,BH,16
CZ,BD,127
CZ,BB,1
CZ,BY,4187
CZ,BE,468
CZ,BJ,43
CZ,BM,3
CZ,BT,3
CZ,BO,75
CZ,BA,2798
CZ,BW,81
CZ,BR,329
CZ,BG,6709
CZ,BF,12
CZ,BI,4
CZ,CV,11
CZ,KH,20
CZ,CM,88
CZ,CA,590
CZ,TD,7
CZ,CL,92
CZ,CN,5219
CZ,CO,165
CZ,KM,1
CZ,CG,54
CZ,CR,30
CZ,CI,80
CZ,HR,1516
CZ,CU,397
CZ,CY,86
CZ,KP,27
CZ,CD,59
CZ,DK,288
CZ,DJ,3
CZ,DM,2
CZ,DO,34
CZ,EC,83
CZ,EG,519
CZ,SV,11
CZ,ER,3
CZ,EE,139
CZ,ET,78
CZ,FJ,3
CZ,FI,238
CZ,FR,2186
CZ,GA,2
CZ,GM,11
CZ,GE,1073
CZ,DE,12129
CZ,GH,123
CZ,GR,529
CZ,GD,1
CZ,GT,32
CZ,GN,76
CZ,GW,20
CZ,GY,7
CZ,HT,4
CZ,HN,10
CZ,HU,845
CZ,IS,29
CZ,IN,1010
CZ,ID,129
CZ,IR,340
CZ,IQ,477
CZ,IE,510
CZ,IL,450
CZ,IT,2505
CZ,JM,11
CZ,JP,1477
CZ,JO,161
CZ,KZ,5078
CZ,KE,84
CZ,KI,1
CZ,KW,93
CZ,KG,783
CZ,LA,29
CZ,LV,247
CZ,LB,349
CZ,LS,2
CZ,LR,9
CZ,LY,159
CZ,LI,1
CZ,LT,506
CZ,LU,17
CZ,MG,29
CZ,MY,365
CZ,MV,3
CZ,ML,30
CZ,MT,17
CZ,MR,4
CZ,MU,29
CZ,MX,262
CZ,MC,3
CZ,MN,5716
CZ,ME,34
CZ,MA,266
CZ,MZ,5
CZ,MM,61
CZ,NA,22
CZ,NP,114
CZ,NL,2477
CZ,NZ,123
CZ,NI,11
CZ,NE,6
CZ,NG,537
CZ,NO,122
CZ,PK,413
CZ,PA,26
CZ,PG,3
CZ,PY,33
CZ,PE,182
CZ,PH,350
CZ,PL,20531
CZ,PT,140
CZ,QA,6
CZ,KR,1112
CZ,MD,10740
CZ,RO,4250
CZ,RU,31228
CZ,RW,5
CZ,LC,3
CZ,VC,1
CZ,SM,1
CZ,ST,2
CZ,SA,66
CZ,SN,55
CZ,RS,848
CZ,SL,11
CZ,SG,33
CZ,SK,76649
CZ,SI,241
CZ,SO,37
CZ,ZA,305
CZ,ES,546
CZ,LK,105
CZ,PS,114
CZ,SD,65
CZ,SR,7
CZ,SE,377
CZ,CH,486
CZ,SY,592
CZ,TJ,319
CZ,MK,2121
CZ,TH,564
CZ,TG,13
CZ,TT,4
CZ,TN,603
CZ,TR,1004
CZ,TM,164
CZ,UG,24
CZ,UA,136287
CZ,AE,35
CZ,GB,4206
CZ,TZ,21
CZ,US,3643
CZ,UY,19
CZ,UZ,2410
CZ,VU,1
CZ,VE,91
CZ,VN,58039
CZ,YE,194
CZ,ZM,55
CZ,ZW,39
DE,AF,99973
DE,AL,18102
DE,DZ,23349
DE,AR,18599
DE,AM,12651
DE,AU,13938
DE,AT,258452
DE,AZ,19244
DE,BD,7601
DE,BY,25617
DE,BE,35064
DE,BJ,2148
DE,BO,5380
DE,BA,200510
DE,BR,64108
DE,BG,105686
DE,BF,1549
DE,BI,702
DE,KH,2703
DE,CM,19963
DE,CA,19760
DE,TD,317
DE,CL,15994
DE,CN,102709
DE,CO,22190
DE,CG,4217
DE,CR,1897
DE,CI,4049
DE,HR,210184
DE,CU,14576
DE,CY,1858
DE,CZ,545361
DE,KP,3000
DE,CD,8755
DE,DK,26059
DE,DO,11127
DE,EC,8514
DE,EG,23428
DE,SV,1335
DE,ER,14684
DE,EE,11763
DE,ET,20878
DE,FI,16344
DE,FR,146297
DE,GA,523
DE,GM,4433
DE,GE,22960
DE,GH,30243
DE,GR,215784
DE,GT,2099
DE,GN,4244
DE,HT,1586
DE,HN,1444
DE,HU,173338
DE,IS,1808
DE,IN,68521
DE,ID,19704
DE,IR,137995
DE,IQ,115429
DE,IE,11411
DE,IL,14949
DE,IT,415875
DE,JM,2288
DE,JP,33191
DE,JO,12704
DE,KZ,1020277
DE,KE,15084
DE,KG,83954
DE,LA,3606
DE,LV,30814
DE,LB,79801
DE,LR,1975
DE,LY,4484
DE,LI,307
DE,LT,50003
DE,LU,21010
DE,MG,1597
DE,MY,6159
DE,ML,1454
DE,MT,753
DE,MX,18329
DE,ME,24
DE,MA,114938
DE,MM,2282
DE,NP,3936
DE,NL,139761
DE,NZ,3251
DE,NI,1524
DE,NE,946
DE,NG,26712
DE,NO,8867
DE,PK,50342
DE,PA,735
DE,PY,5105
DE,PE,18630
DE,PH,56439
DE,PL,1936653
DE,PT,98796
DE,KR,29259
DE,MD,23273
DE,RO,592182
DE,RU,1084151
DE,RW,1237
DE,SA,3757
DE,SN,4181
DE,RS,107032
DE,SL,3266
