source,target,stock
GF,BR,20510
GF,CN,1311
GF,DM,761
GF,FR,22040
GF,GP,2127
GF,GY,3869
GF,HT,20009
GF,IT,124
GF,LA,843
GF,MQ,2794
GF,PE,532
GF,RE,371
GF,LC,1319
GF,SR,32412
GH,DZ,13
GH,AU,33
GH,BJ,17303
GH,BR,13
GH,BF,60359
GH,CM,118
GH,CA,285
GH,TD,15
GH,CN,234
GH,CI,31739
GH,CD,31
GH,EG,39
GH,ET,31
GH,FR,225
GH,GM,37
GH,GN,141
GH,IN,877
GH,IL,47
GH,IT,238
GH,JP,57
GH,KE,15
GH,LB,1014
GH,LR,28948
GH,ML,5174
GH,MR,13
GH,NL,188
GH,NE,6091
GH,NG,70705
GH,PK,67
GH,PH,28
GH,PL,48
GH,RU,67
GH,RW,385
GH,SN,75
GH,SL,2402
GH,LK,20
GH,SD,26
GH,CH,149
GH,SY,53
GH,TG,91473
GH,GB,1399
GH,TZ,8
GH,US,629
GI,MA,1003
GI,ES,2088
GI,GB,5717
GL,BG,18
GL,CA,15
GL,CN,11
GL,DK,4617
GL,FO,279
GL,FI,13
GL,FR,14
GL,DE,58
GL,IS,163
GL,NO,68
GL,PH,130
GL,PL,31
GL,RO,15
GL,SE,87
GL,TH,157
GL,GB,15
GL,US,39
GM,GN,42994
GM,GW,13129
GM,LR,1030
GM,ML,9852
GM,MR,3468
GM,SN,126156
GM,SL,2481
GN,AF,2
GN,AL,10
GN,DZ,6843
GN,AD,5
GN,AO,111
GN,AG,4325
GN,AR,108
GN,AM,8
GN,AU,9
GN,AZ,4
GN,BS,12
GN,BH,2
GN,BB,10
GN,BE,38
GN,BZ,1
GN,BJ,396
GN,BT,2
GN,BO,4
GN,BA,1
GN,BW,48
GN,BR,13
GN,BG,2
GN,BF,571
GN,BI,37
GN,CV,33
GN,KH,8
GN,CM,190
GN,CA,44
GN,CF,17
GN,TD,377
GN,CL,10
GN,CN,164
GN,CO,2548
GN,KM,739
GN,CG,118
GN,CR,114
GN,CI,7741
GN,HR,18
GN,CU,1735
GN,KP,1197
GN,CD,74
GN,DK,64
GN,DJ,17
GN,DM,12
GN,DO,1
GN,EC,1
GN,EG,26
GN,SV,3
GN,GQ,10391
GN,ER,22
GN,ET,11
GN,FJ,2
GN,FI,5
GN,FR,240
GN,GA,71
GN,GM,273
GN,DE,26
GN,GH,571
GN,GW,4411
GN,HT,24
GN,HN,289
GN,IN,47
GN,IL,10
GN,IT,79
GN,JP,104
GN,JO,1
GN,KE,1942
GN,KI,2
GN,LV,22
GN,LB,151
GN,LS,31
GN,LR,2686
GN,LY,42
GN,LI,3
GN,MG,9
GN,MW,16
GN,ML,50943
GN,MH,5
GN,MR,1316
GN,MU,14
GN,FM,2
GN,MA,323
GN,MZ,18
GN,MM,1
GN,NA,2
GN,NR,17
GN,NP,24
GN,NL,36
GN,NZ,1
GN,NI,4
GN,NE,187
GN,NG,370
GN,NO,1
GN,PK,18
GN,PW,8
GN,PG,15
GN,PH,2
GN,PT,13
GN,KR,413
GN,MD,2
GN,RO,4
GN,RU,37
GN,RW,37
GN,VC,29
GN,WS,27
GN,ST,32
GN,SA,30
GN,SN,2078
GN,RS,1
GN,SC,2
GN,SL,8436
GN,SI,27
GN,SB,11
GN,SO,5
GN,ZA,1215
GN,SS,2
GN,ES,1153
GN,LK,1
GN,SD,6
GN,SZ,4
GN,SE,2
GN,CH,16
GN,SY,7
GN,TH,49
GN,TG,517
GN,TO,944
GN,TN,517
GN,TR,34
GN,UA,8
GN,GB,7
GN,TZ,1
GN,US,292
GN,VN,4
GN,ZW,3
GP,DZ,157
GP,BE,466
GP,BR,63
GP,CA,500
GP,DM,4410
GP,DO,955
GP,FR,56216
GP,GF,1201
GP,DE,316
GP,GY,189
GP,HT,15414
GP,IN,201
GP,IT,364
GP,LB,256
GP,MQ,9526
GP,NL,807
GP,PT,470
GP,RE,400
GP,LC,416
GP,SR,37
GP,CH,224
GP,SY,298
GP,GB,420
GP,US,500
GQ,CM,877
GQ,FR,5017
GQ,GA,281
GQ,NG,394
GQ,ST,1642
GQ,ES,1406
GR,AF,6216
GR,AL,429428
GR,DZ,1082
GR,AD,3
GR,AO,8
GR,AI,10
GR,AG,28
GR,AR,629
GR,AM,14028
GR,AU,19857
GR,AT,2212
GR,AZ,497
GR,BS,22
GR,BH,22
GR,BD,9634
GR,BB,10
GR,BY,1430
GR,BE,5031
GR,BZ,4
GR,BJ,7
GR,BM,7
GR,BT,1
GR,BO,22
GR,BA,432
GR,BW,7
GR,BR,2175
GR,BG,71571
GR,BF,77
GR,BI,130
GR,CV,13
GR,KH,21
GR,CM,453
GR,CA,12382
GR,CF,385
GR,TD,18
GR,JE,1
GR,CL,360
GR,CN,3334
GR,CO,391
GR,KM,71
GR,CG,1388
GR,CR,37
GR,CI,112
GR,HR,421
GR,CU,345
GR,CY,21215
GR,CZ,4349
GR,KP,33
GR,CD,205
GR,DK,884
GR,DJ,38
GR,DM,18
GR,DO,555
GR,EC,82
GR,EG,27754
GR,SV,49
GR,ER,274
GR,EE,126
GR,ET,2376
GR,FI,757
GR,FR,6573
GR,PF,9
GR,GA,7
GR,GM,49
GR,GE,81876
GR,DE,112270
GR,GH,586
GR,GI,4
GR,GL,2
GR,GD,1
GR,GT,29
GR,GN,178
GR,GY,10
GR,HT,37
GR,HN,49
GR,HU,1696
GR,IS,53
GR,IN,9967
GR,ID,434
GR,IR,1870
GR,IQ,3584
GR,IE,579
GR,IM,4
GR,IL,699
GR,IT,6188
GR,JM,11
GR,JP,499
GR,JO,798
GR,KZ,26492
GR,KE,445
GR,KW,137
GR,KG,538
GR,LA,40
GR,LV,345
GR,LB,2014
GR,LR,30
GR,LY,629
GR,LI,9
GR,LT,535
GR,LU,136
GR,MG,127
GR,MY,61
GR,MV,2
GR,ML,28
GR,MT,88
GR,MR,115
GR,MU,37
GR,MX,388
GR,MC,44
GR,MN,7
GR,MS,76
GR,MA,2038
GR,MZ,63
GR,MM,19
GR,NA,7
GR,NP,49
GR,NL,3678
GR,NZ,482
GR,NI,157
GR,NE,23
GR,NG,2805
GR,NO,507
GR,OM,4
GR,PK,30727
GR,PW,184
GR,PA,154
GR,PG,3
GR,PY,77
GR,PE,285
GR,PH,8316
GR,PL,15380
GR,PT,319
GR,QA,1083
GR,KR,207
GR,MD,9866
GR,RO,45355
GR,RU,53209
GR,RW,95
GR,SH,3
GR,KN,1
GR,VC,6
GR,WS,440
GR,ST,6
GR,SA,418
GR,SN,628
GR,RS,4302
GR,SC,23
GR,SL,171
GR,SG,80
GR,SK,847
GR,SI,127
GR,SO,728
GR,ZA,6784
GR,ES,1159
GR,LK,872
GR,PS,982
GR,SD,1821
GR,SR,8
GR,SZ,21
GR,SE,5320
GR,CH,3630
GR,SY,6916
GR,TJ,95
GR,MK,2129
GR,TH,371
GR,TL,213
GR,TG,13
GR,TT,17
GR,TN,624
GR,TR,32881
GR,TM,113
GR,TV,10
GR,UG,137
GR,UA,19104
GR,AE,84
GR,GB,17358
GR,TZ,387
GR,US,22939
GR,UY,110
GR,UZ,8059
GR,VU,69
GR,VE,1007
GR,VN,206
GR,YE,26
GR,ZM,234
GR,ZW,412
GT,AR,576
GT,AU,72
GT,BZ,953
GT,BO,141
GT,BR,249
GT,CA,413
GT,CL,313
GT,CN,683
GT,CO,1202
GT,CR,1209
GT,CU,686
GT,DO,113
GT,EC,173
GT,EG,33
GT,SV,19976
GT,FR,268
GT,GF,20
GT,DE,665
GT,GL,414
GT,HT,14
GT,HN,8726
GT,ID,41
GT,IR,18
GT,IL,136
GT,IT,382
GT,JP,152
GT,LB,26
GT,MX,18250
GT,NL,145
GT,NI,8908
GT,PK,27
GT,PA,312
GT,PY,61
GT,PE,475
GT,PH,69
GT,PT,30
GT,PR,105
GT,KR,1858
GT,SA,33
GT,ES,1373
GT,PS,47
GT,SE,48
GT,CH,160
GT,SY,81
GT,TR,26
GT,GB,232
GT,US,8993
GT,UY,145
GT,VE,294
GU,CN,2206
GU,JP,2153
GU,MH,239
GU,FM,10909
GU,MP,2272
GU,PW,1485
GU,PH,30034
GU,PR,4050
GU,KR,2780
GU,US,18979
GU,VN,363
GW,CV,578
GW,CA,59
GW,FR,115
GW,GM,1566
GW,GN,5175
GW,LR,941
GW,MR,585
GW,PT,862
GW,SN,11619
GW,SL,850
GW,US,325
GY,AG,19
GY,BS,15
GY,BB,270
GY,BR,2155
GY,CA,403
GY,CN,1159
GY,DM,43
GY,GD,194
GY,JM,297
GY,LC,221
GY,VC,371
GY,SR,4638
GY,TT,888
GY,GB,579
GY,US,1266
GY,VE,2118
HK,AU,9233
HK,BD,450
HK,CA,14889
HK,CN,2343868
HK,MO,72419
HK,FR,2228
HK,DE,2003
HK,IN,18285
HK,ID,136697
HK,IE,705
HK,IT,652
HK,JP,14406
HK,MY,15511
HK,NP,9479
HK,NL,1035
HK,NZ,2282
HK,PK,7672
HK,PH,119757
HK,PT,110
HK,KR,4907
HK,RU,89
HK,SG,10033
HK,ES,407
HK,LK,794
HK,CH,737
HK,TH,19492
HK,GB,17942
HK,US,13457
HK,VN,11100
HN,AR,192
HN,BE,25
HN,BZ,368
HN,BO,148
HN,BR,239
HN,CA,352
HN,KY,90
HN,CL,312
HN,CN,601
HN,CO,876
HN,CR,869
HN,CU,618
HN,KP,62
HN,DO,136
HN,EC,465
HN,SV,8941
HN,FR,145
HN,DE,294
HN,GT,4653
HN,HT,43
HN,IL,90
HN,IT,262
HN,JM,27
HN,JP,140
HN,JO,40
HN,MX,1582
HN,NL,91
HN,NI,7844
HN,PA,401
HN,PY,35
HN,PE,387
HN,PR,130
HN,KR,68
HN,RU,25
HN,ES,530
HN,PS,155
HN,SE,31
HN,CH,61
HN,GB,103
HN,US,6866
HN,UY,66
HN,VE,103
HR,AL,168
HR,DZ,54
HR,AR,194
HR,AU,1552
HR,AT,5011
HR,BY,91
HR,BE,365
HR,BO,31
HR,BA,394146
HR,BR,187
HR,BG,296
HR,CA,977
HR,CL,122
HR,CN,434
HR,CO,43
HR,CZ,923
HR,DK,99
HR,EG,240
HR,EE,19
HR,FI,37
HR,FR,1713
HR,DE,32879
HR,GR,143
HR,HU,1016
HR,IN,65
HR,ID,26
HR,IR,46
HR,IQ,79
HR,IE,51
HR,IL,53
HR,IT,3056
HR,JP,54
HR,JO,66
HR,KZ,65
HR,LV,26
HR,LB,63
HR,LY,146
HR,LT,25
HR,LU,30
HR,MX,37
HR,ME,6017
HR,MA,28
HR,NL,787
HR,NZ,112
HR,NG,28
HR,NO,110
HR,PE,83
HR,PH,73
HR,PL,717
HR,PT,48
HR,KR,26
HR,MD,110
HR,RO,485
HR,RU,1276
HR,RS,49828
HR,SK,626
HR,SI,19068
HR,ZA,197
HR,ES,183
HR,PS,41
HR,SD,64
HR,SE,611
HR,CH,2929
HR,SY,175
HR,MK,9788
HR,TR,83
HR,UA,737
HR,GB,652
HR,US,1573
HR,VE,53
HR,ZM,44
HT,AR,988
HT,AT,360
HT,CA,1335
HT,CL,707
HT,CN,739
HT,CO,1758
HT,CR,582
HT,CU,2555
HT,DO,5110
HT,FR,944
HT,DE,1903
HT,IT,2605
HT,JP,470
HT,MX,650
HT,PE,745
HT,PR,3282
HT,ES,2752
HT,CH,800
HT,US,3412
HT,UY,608
HT,VE,5330
HU,AF,1418
HU,AL,271
HU,DZ,789
HU,AO,83
HU,AR,392
HU,AM,190
HU,AU,997
HU,AT,9917
HU,AZ,256
HU,BS,8
HU,BH,20
HU,BD,73
HU,BB,2
HU,BY,216
HU,BE,2146
HU,BZ,3
HU,BJ,9
HU,BM,1
HU,BO,52
HU,BA,276
HU,BW,6
HU,BR,774
HU,BG,1416
HU,KH,59
HU,CM,281
HU,CA,2544
HU,CF,6
HU,TD,2
HU,CL,149
HU,CN,18204
HU,CO,238
HU,CG,82
HU,CR,48
HU,CI,43
HU,HR,2110
HU,CU,582
HU,CY,293
HU,CZ,1558
HU,CD,45
HU,DK,495
HU,DO,44
HU,EC,152
HU,EG,1496
HU,SV,18
HU,ER,35
HU,EE,163
HU,ET,140
HU,FI,833
HU,FR,4397
HU,GA,12
HU,GM,11
HU,GE,244
HU,DE,31721
HU,GH,141
HU,GR,1289
HU,GD,2
HU,GT,23
HU,GN,40
HU,GW,4
HU,GY,8
HU,HN,11
HU,IS,143
HU,IN,1466
HU,ID,250
HU,IR,2441
HU,IQ,1060
HU,IE,1370
HU,IL,1734
HU,IT,5261
HU,JM,29
HU,JP,1697
HU,JO,507
HU,KZ,595
HU,KE,112
HU,KW,282
HU,KG,147
HU,LA,57
HU,LV,195
HU,LB,427
HU,LS,4
HU,LR,32
HU,LY,452
HU,LI,5
HU,LT,222
HU,LU,198
HU,MG,35
HU,MY,104
HU,ML,24
HU,MT,96
HU,MR,6
HU,MU,60
HU,MX,536
HU,MC,5
HU,MN,964
HU,ME,66
HU,MA,259
HU,MZ,20
HU,MM,14
HU,NA,20
HU,NP,72
HU,NL,3539
HU,NZ,191
HU,NI,25
HU,NE,9
HU,NG,1676
HU,NO,1307
HU,OM,27
HU,PK,442
HU,PA,34
HU,PG,4
HU,PY,17
HU,PE,204
HU,PH,322
HU,PL,3406
HU,PT,520
HU,QA,78
HU,KR,1190
HU,MD,257
HU,RO,208490
HU,RU,4055
HU,RW,18
HU,KN,3
HU,VC,5
HU,SA,473
HU,SN,40
HU,RS,41428
HU,SL,37
HU,SG,91
HU,SK,21158
HU,SI,425
HU,SO,663
HU,ZA,370
HU,ES,2215
HU,LK,77
HU,PS,78
HU,SD,202
HU,SE,1670
HU,CH,2924
HU,SY,1870
HU,TJ,16
HU,MK,214
HU,TH,943
HU,TG,14
HU,TT,11
HU,TN,365
HU,TR,2331
HU,UG,43
HU,UA,50253
HU,AE,352
HU,GB,9392
HU,TZ,62
HU,US,8216
HU,UY,66
HU,UZ,163
HU,VE,242
HU,VN,3488
HU,YE,329
HU,ZM,20
HU,ZW,38
ID,AU,11094
ID,CA,2193
ID,CN,73971
ID,IN,12252
ID,JP,19345
ID,JO,12252
ID,LY,2315
ID,MY,2315
ID,NL,7110
ID,PK,8412
ID,PH,4117
ID,KR,32677
ID,SA,2315
ID,SG,23045
ID,SY,2315
ID,TH,23045
ID,TL,23045
ID,GB,32026
ID,US,12355
IE,AF,159
IE,AL,319
IE,DZ,632
IE,AD,2
IE,AO,516
IE,AI,1
IE,AG,2
IE,AR,351
IE,AM,57
IE,AW,7
IE,AU,7099
IE,AT,843
IE,AZ,53
IE,BS,29
IE,BH,88
IE,BD,3475
IE,BB,19
IE,BY,657
IE,BE,1761
IE,BZ,2
IE,BJ,36
IE,BM,61
IE,BT,7
IE,BO,18
IE,BA,688
IE,BW,86
IE,BR,11068
IE,VG,1
IE,BN,17
IE,BG,2122
IE,BF,9
IE,BI,51
IE,CV,4
IE,KH,11
IE,CM,372
IE,CA,5724
IE,KY,26
IE,CF,8
IE,TD,10
IE,CL,152
IE,CN,13640
IE,HK,2029
IE,CG,2709
IE,CR,11
IE,CI,143
IE,HR,544
IE,CU,89
IE,CY,309
IE,CZ,6539
IE,KP,140
IE,CD,55
IE,DK,1053
IE,DJ,1
IE,DM,1
IE,DO,10
IE,EC,41
IE,EG,572
IE,SV,29
IE,ER,40
IE,EE,2951
IE,ET,165
IE,FO,3
IE,FK,4
IE,FJ,15
IE,FI,1038
IE,FR,11988
IE,PF,1
IE,GA,4
IE,GM,61
IE,GE,274
IE,DE,15452
IE,GH,542
IE,GI,41
IE,GR,684
IE,GL,1
IE,GD,15
IE,GT,134
IE,GN,53
IE,GW,1
IE,GY,31
IE,HT,4
IE,HN,12
IE,HU,8825
IE,IS,40
IE,IN,21255
IE,ID,137
IE,IR,478
IE,IQ,487
IE,IL,236
IE,IT,8507
IE,JM,129
IE,JP,568
IE,JO,119
IE,KZ,278
IE,KE,518
IE,KW,216
IE,KG,34
IE,LA,36
IE,LV,23796
IE,LB,143
IE,LS,41
IE,LR,115
IE,LY,472
IE,LI,2
IE,LT,41483
IE,LU,167
IE,MG,12
IE,MW,81
IE,MY,4501
IE,MV,2
IE,ML,31
IE,MT,400
IE,MR,8
IE,MU,3474
IE,MX,328
IE,MC,7
IE,MN,342
IE,MS,1
IE,MA,294
IE,MZ,41
IE,MM,68
IE,NA,40
IE,NP,146
IE,NL,5355
IE,NC,7
IE,NZ,2442
IE,NI,17
IE,NE,138
IE,NG,23546
IE,NO,328
IE,OM,52
IE,PK,9914
IE,PA,17
IE,PG,13
IE,PY,29
IE,PE,136
IE,PH,16467
IE,PL,137131
IE,PT,2673
IE,QA,37
IE,KR,207
IE,MD,4072
IE,RO,21422
IE,RU,7065
IE,RW,86
IE,SH,7
IE,KN,2
IE,LC,7
IE,VC,2
IE,WS,13
IE,SA,461
IE,SN,23
IE,SC,11
IE,SL,210
IE,SG,232
IE,SK,12731
IE,SI,225
IE,SB,2
IE,SO,571
IE,ZA,9661
IE,ES,8336
IE,LK,255
IE,PS,72
IE,SD,632
IE,SR,12
IE,SZ,22
IE,SE,2008
IE,CH,594
IE,SY,122
IE,TJ,22
IE,MK,704
IE,TH,575
IE,TL,3
IE,TG,122
IE,TO,1
IE,TT,119
IE,TN,107
IE,TR,525
IE,TM,4
IE,TC,1
IE,UG,160
IE,UA,4908
IE,AE,216
IE,GB,278040
IE,TZ,134
IE,US,33006
IE,UY,59
IE,UZ,98
IE,VU,1
IE,VE,137
IE,VN,682
IE,EH,1
IE,YE,33
IE,ZM,365
IE,ZW,3331
IL,AF,2476
IL,DZ,44553
IL,AR,38372
IL,AU,3185
IL,AT,4939
IL,AZ,13195
IL,BY,22548
IL,BE,5845
IL,BR,8711
IL,BG,16222
IL,CA,7931
IL,CL,3302
IL,CN,585
IL,CO,2693
IL,DK,1868
IL,EG,20579
IL,ET,78489
IL,FI,300
IL,FR,40815
IL,GE,9087
IL,DE,23072
IL,GR,3008
IL,HU,12186
IL,IN,18497
IL,IR,51031
IL,IQ,66119
IL,IT,5096
IL,KZ,13295
IL,KG,2456
IL,LV,3834
IL,LB,6078
IL,LY,16847
IL,LT,3773
IL,MX,2536
IL,MA,159091
IL,NL,4984
IL,PE,2379
IL,PL,57824
IL,MD,10641
IL,RO,101121
IL,RU,111803
IL,ZA,11431
IL,ES,1843
IL,SE,671
IL,CH,3757
IL,SY,9249
IL,TJ,1838
IL,TN,22962
IL,TR,27270
IL,TM,2244
IL,UA,131780
IL,GB,21329
IL,US,77132
IL,UY,6220
IL,UZ,21765
IL,VE,363
IL,YE,30107
IM,AU,376
IM,CA,208
IM,JE,266
IM,IE,2233
IM,NZ,96
IM,ZA,609
IM,GB,39614
IM,US,279
IN,AF,8005
IN,AU,656
IN,BD,3139311
IN,BT,6580
IN,BN,25134
IN,CA,1625
IN,CN,7035
IN,FJ,170
IN,FR,1130
IN,DE,2125
IN,ID,811
IN,IR,1688
IN,IQ,493
IN,JP,708
IN,KZ,2181
IN,KE,2356
IN,KW,6019
IN,MY,12317
IN,MV,197
IN,MU,293
IN,MM,50081
IN,NP,537517
IN,NG,639
IN,PK,1095149
IN,PT,154
IN,RU,1334
IN,SA,4431
IN,SG,4186
IN,LK,153643
IN,TR,103
IN,UG,704
IN,AE,11866
IN,GB,4817
IN,US,2694
IN,VN,560
IN,ZM,673
IQ,AF,318
IQ,EG,14651
IQ,ER,822
IQ,IN,236
IQ,IR,14694
IQ,JO,10542
IQ,KW,407
IQ,LB,1552
IQ,MR,203
IQ,MA,597
IQ,PK,695
IQ,RU,278
IQ,SA,687
IQ,SO,422
IQ,SS,300
IQ,PS,12291
IQ,SD,3867
IQ,SY,257096
IQ,TN,318
IQ,TR,17865
IQ,AE,293
IQ,YE,2041
IR,AF,2324884
IR,AM,2454
IR,AZ,11886
IR,IQ,84667
IR,PK,28117
IR,TR,2422
IR,TM,4851
IS,AF,21
IS,AL,58
IS,DZ,47
IS,AD,2
IS,AO,34
IS,AR,51
IS,AM,10
IS,AW,1
IS,AU,131
IS,AT,135
IS,AZ,14
IS,BS,7
IS,BH,1
IS,BD,3
IS,BB,1
IS,BY,45
IS,BE,134
IS,BJ,2
IS,BM,3
IS,BO,17
IS,BA,163
IS,BR,158
IS,BG,294
IS,BF,1
IS,CV,35
IS,KH,1
IS,CM,7
IS,CA,288
IS,CL,73
IS,CN,617
IS,CO,191
IS,CR,9
IS,CI,2
IS,HR,182
IS,CU,60
IS,CY,5
IS,CZ,322
IS,CD,2
IS,DK,3331
IS,DJ,2
IS,DM,5
IS,DO,39
IS,EC,34
IS,EG,33
IS,SV,11
IS,GQ,9
IS,ER,7
IS,EE,136
IS,ET,73
IS,FO,315
IS,FJ,1
IS,FI,187
IS,FR,635
IS,GM,10
IS,GE,24
IS,DE,1725
IS,GH,70
IS,GR,54
IS,GL,67
IS,GT,39
IS,GN,19
IS,GY,21
IS,HT,12
IS,HN,34
IS,HU,262
IS,IN,318
IS,ID,137
IS,IR,77
IS,IQ,48
IS,IE,111
IS,IL,37
IS,IT,312
IS,JM,20
IS,JP,98
IS,JO,14
IS,KZ,24
IS,KE,94
IS,KW,3
IS,KG,4
IS,LV,815
IS,LB,35
IS,LR,2
IS,LY,4
IS,LT,1652
IS,LU,146
IS,MG,2
IS,MW,4
IS,MY,37
IS,ML,4
IS,MT,6
IS,MU,5
IS,MX,103
IS,MC,1
IS,MN,19
IS,MA,176
IS,MZ,22
IS,MM,1
IS,NA,38
IS,NP,105
IS,NL,310
IS,NZ,56
IS,NI,7
IS,NG,86
IS,NO,1070
IS,PK,47
IS,PA,5
IS,PG,4
IS,PY,3
IS,PE,78
IS,PH,1661
IS,PL,12234
IS,PT,644
IS,QA,3
IS,KR,39
IS,MD,28
IS,RO,528
IS,RU,384
IS,RW,4
IS,SA,8
IS,SN,24
IS,RS,313
IS,SL,15
IS,SG,16
IS,SK,266
IS,SI,38
IS,SB,1
IS,SO,6
IS,ZA,87
IS,ES,639
IS,LK,170
IS,SE,1988
IS,CH,175
IS,SY,59
IS,TJ,2
IS,MK,41
IS,TH,1248
IS,TG,6
IS,TO,1
IS,TT,6
IS,TN,30
IS,TR,79
IS,TM,1
IS,UG,42
IS,UA,307
IS,AE,6
IS,GB,1443
IS,TZ,27
IS,US,2123
IS,UY,9
IS,UZ,12
IS,VE,39
IS,VN,659
IS,ZM,8
IS,ZW,12
IT,AF,6683
IT,AL,455468
IT,DZ,22866
IT,AD,132
IT,AO,1901
IT,AG,23
IT,AR,74470
IT,AM,1278
IT,AU,20199
IT,AT,16618
IT,AZ,721
IT,BS,94
IT,BH,50
IT,BD,98743
IT,BB,50
IT,BY,32952
IT,BE,47209
IT,BZ,24
IT,BJ,2611
IT,BT,35
IT,BO,15974
IT,BA,11301
IT,BW,44
IT,BR,106040
IT,BN,32
IT,BG,58705
IT,BF,11862
IT,BI,1024
IT,CV,6268
IT,KH,1345
IT,CM,11658
IT,CA,25989
IT,CF,242
IT,TD,572
IT,CL,12645
IT,CN,203959
IT,CO,40227
IT,KM,37
IT,CG,3444
IT,CR,1534
IT,CI,26004
IT,HR,25143
IT,CU,34057
IT,CY,661
IT,CZ,10586
IT,KP,127
IT,CD,6194
IT,DK,3294
IT,DJ,90
IT,DM,342
IT,DO,43012
IT,EC,89882
IT,EG,110398
IT,SV,12683
IT,GQ,123
IT,ER,13832
IT,EE,1406
IT,ET,30935
IT,FJ,44
IT,FI,2876
IT,FR,136767
IT,GA,390
IT,GM,1541
IT,GE,12441
IT,DE,223883
IT,GH,47366
IT,GR,17711
IT,GD,16
IT,GT,2172
IT,GN,3967
IT,GW,795
IT,GY,75
IT,HT,715
IT,VA,181
IT,HN,2363
IT,HU,13115
IT,IS,210
IT,IN,138802
IT,ID,3214
IT,IR,14686
IT,IQ,3957
IT,IE,3692
IT,IL,3951
IT,JM,352
IT,JP,8430
IT,JO,3043
IT,KZ,3918
IT,KE,3705
IT,KI,5
IT,KW,552
IT,KG,1349
IT,LA,264
IT,LV,3256
IT,LB,7210
IT,LS,31
IT,LR,2041
IT,LY,36859
IT,LI,134
IT,LT,5745
IT,LU,4883
IT,MG,2423
IT,MW,174
IT,MY,623
IT,MV,34
IT,ML,4250
IT,MT,1961
IT,MH,5
IT,MR,688
IT,MU,9666
IT,MX,8982
IT,FM,13
IT,MC,1645
IT,MN,279
IT,ME,2325
IT,MA,432718
IT,MZ,872
IT,MM,448
IT,NA,94
IT,NR,2
IT,NP,1806
IT,NL,13263
IT,NZ,916
IT,NI,1195
IT,NE,1078
IT,NG,57248
IT,NO,2015
IT,OM,52
IT,PK,86283
IT,PW,7
IT,PA,1038
IT,PG,32
IT,PY,2682
IT,PE,118079
IT,PH,145980
IT,PL,120728
IT,PT,6527
IT,QA,81
IT,KR,4000
IT,MD,169753
IT,RO,1039584
IT,RU,82170
IT,RW,791
IT,KN,4
IT,LC,22
IT,VC,20
IT,WS,69
IT,SM,1946
IT,ST,75
IT,SA,978
IT,SN,86307
IT,RS,46382
IT,SC,995
IT,SL,1401
IT,SG,576
IT,SK,11189
IT,SI,4781
IT,SB,4
IT,SO,11759
IT,ZA,5756
IT,ES,32388
IT,LK,86589
IT,PS,397
IT,SD,2965
IT,SR,50
IT,SZ,36
IT,SE,6523
IT,CH,201656
IT,SY,6164
IT,TJ,189
IT,MK,74317
IT,TH,10039
IT,TL,80
IT,TG,5242
IT,TO,21
IT,TT,169
IT,TN,109565
IT,TR,20851
IT,TM,209
IT,TV,6
IT,UG,984
IT,UA,236420
IT,AE,376
IT,GB,72234
IT,TZ,1632
IT,US,55640
IT,UY,7631
IT,UZ,2553
IT,VU,23
IT,VE,49831
IT,VN,5350
IT,YE,267
IT,ZM,889
IT,ZW,896
JE,FR,1998
JE,IE,3995
JE,PT,13986
JE,GB,59939
JM,AG,154
JM,BS,666
JM,BB,536
JM,BZ,7
JM,CA,1322
JM,CR,99
JM,CU,1803
JM,DM,137
JM,SV,132
JM,GD,206
JM,GT,304
JM,HN,161
JM,IN,1135
JM,NI,123
JM,PA,74
JM,KN,96
JM,LC,330
JM,VC,225
JM,TT,2315
JM,GB,4772
JM,US,6237
JO,AF,62
JO,DZ,346
JO,AM,25
JO,AU,251
JO,AT,117
JO,BH,428
JO,BD,11715
JO,BE,72
JO,BA,60
JO,BR,105
JO,BN,24
JO,BG,49
JO,CA,328
JO,TD,25
JO,CN,20936
JO,HK,38
JO,CO,24
JO,HR,25
JO,CY,131
JO,CZ,23
JO,KP,84
JO,DK,49
JO,EG,132703
JO,ER,74
JO,ET,76
JO,FR,397
JO,DE,721
JO,GH,27
JO,GR,61
JO,HU,591
JO,IN,5956
JO,ID,19060
JO,IR,94
JO,IQ,227215
JO,IE,51
JO,IL,1582
JO,IT,310
JO,JP,103
JO,KZ,19
JO,KW,757
JO,LB,1852
JO,LY,21680
JO,MY,284
JO,MR,69
JO,MA,602
JO,MM,23
JO,NP,182
JO,NL,200
JO,NZ,63
JO,NG,25
JO,NO,43
JO,OM,641
JO,PK,3280
JO,PH,3873
JO,PL,82
JO,QA,224
JO,KR,94
JO,MD,36
JO,RO,272
JO,RU,600
JO,SA,5074
JO,RS,58
JO,SK,22
JO,SO,75
JO,ZA,58
JO,SS,278
JO,ES,306
JO,LK,12582
JO,PS,2046650
JO,SD,2265
JO,SE,90
JO,CH,200
JO,SY,668842
JO,MK,88
JO,TH,103
JO,TN,260
JO,TR,1033
JO,UA,398
JO,AE,210
JO,GB,814
JO,US,2638
JO,VE,31
JO,YE,29763
JP,AR,3040
JP,AU,10291
JP,AT,569
JP,BD,10073
JP,BE,712
JP,BR,206976
JP,KH,3518
JP,CA,10303
JP,CN,741022
JP,DK,596
JP,EG,1754
JP,FI,705
JP,FR,10135
JP,DE,6332
JP,GH,2093
JP,IN,25716
JP,ID,31068
JP,IR,4533
JP,IE,1185
JP,IT,3332
